full_site_address,Latitude,Longitude,car_wash_name,distance_from_original_location,car_wash_address,nearest_business_name_1,nearest_business_address_1,distance_car_wash_nearest_business_1,nearest_business_name_2,nearest_business_address_2,distance_car_wash_nearest_business_2,nearest_business_name_3,nearest_business_address_3,distance_car_wash_nearest_business_3,nearest_business_name_4,nearest_business_address_4,distance_car_wash_nearest_business_4,nearest_business_name_5,nearest_business_address_5,distance_car_wash_nearest_business_5,multiple_business_count
"Whistle Express Car Wash - Orange Park , 950 Park Ave , Orange Park , FL , 32073",30.178049,-81.7020568,Whistle Express Car Wash,0.0,"950 Park Ave, Orange Park, FL 32073, USA",1008 Park Ave,"1008 Park Ave, Orange Park, FL 32073, USA",0.08473136422765157,Ducky's Touch Free Express Carwash,"1004 Park Ave, Orange Park, FL 32073, USA",0.039610387101060754,Park Avenue Dermatology,"906 Park Ave, Orange Park, FL 32073, USA",0.05352689624857284,Mr. Sean Robinson,"906 Park Ave, Orange Park, FL 32073, USA",0.05482160920022755,Richard Levine,"906 Park Ave FL 4120, Orange Park, FL 32073, USA",0.05482160920022755,0
"Whistle Express Car Wash - P C , 2701 Lisenby Ave , Panama City , FL , 32405",30.1976867,-85.6836881,Whistle Express Car Wash,0.0,"2701 Lisenby Ave, Panama City, FL 32405, USA","MKW Engineering, llc","2701 Lisenby Ave C, Panama City, FL 32405, USA",0.0018072952181719794,EV Connect Charging Station,"2701 Lisenby Ave, Panama City, FL 32405, USA",0.03942478816795838,Panama City Seventh-day Adventist Church and School,"2700 Lisenby Ave, Panama City, FL 32405, USA",0.04922150178015249,Mr. Eddie's Barber Cuts & Styles (Walk Ins Only Cash Or Check Only),"2639 Lisenby Ave D, Panama City, FL 32405, USA",0.05414455693848843,Medical Services of NW Florida,"2639 Lisenby Ave C, Panama City, FL 32405, USA",0.055454384208480666,1
"Whistle Express Car Wash - PC Beach , 11640 Panama City Beach Pkwy , Panama City Beach , FL , 32407",30.1999675,-85.8171424,Whistle Express Car Wash,0.0,"11640 Panama City Beach Pkwy, Panama City Beach, FL 32407, USA",Express Oil Change & Tire Engineers,"11620 Panama City Beach Pkwy, Panama City Beach, FL 32407, USA",0.0373731871481112,AutoZone Auto Parts,"11600 Panama City Beach Pkwy, Panama City Beach, FL 32407, USA",0.054760412124139256,Beach Marlins Football & Cheer,"Arnold High School, Panama City Beach, FL 32407, USA",0.07610607991797969,Hancock Whitney ATM,"11701 Panama City Beach Pkwy, Panama City, FL 32407, USA",0.09414706412146827,Hancock Whitney Bank,"11701 Panama City Beach Pkwy, Panama City Beach, FL 32407, USA",0.09414706412146827,0
"Whistle Express Car Wash - Pole Green , 7423 Pole Green Rd , Mechanicsville , VA , 23116",37.6305119,-77.3632838,Whistle Express Car Wash,8.232942160842132e-13,"7423 Pole Green Rd, Mechanicsville, VA 23116, USA",Meadowbridge Seventh-day Adventist Church,"7400 Antique Ln, Mechanicsville, VA 23116, USA",0.039514110779570656,Sheetz,"7419 Pole Green Rd, Mechanicsville, VA 23116, USA",0.08303646925967276,Exxon,"7431 Pole Green Rd, Mechanicsville, VA 23116, USA",0.08579351557465387,Bitcoin Depot - Bitcoin ATM,"7431 Pole Green Rd, Mechanicsville, VA 23116, USA",0.08635287899539798,Sheetz,"7419 Pole Green Rd, Mechanicsville, VA 23116, USA",0.08776816387991351,0
"Whistle Express Car Wash - Pooler , 2001 Pooler Pkwy , Pooler , GA , 31322",32.0816962,-81.2801965,Whistle Express Car Wash,4.39515090988607e-13,"2001 Pooler Pkwy, Pooler, GA 31322, USA",Take 5 Oil Change,"2005 Pooler Pkwy, Pooler, GA 31322, USA",0.03469505671985292,Trulieve Pooler Dispensary,"2003 Pooler Pkwy, Pooler, GA 31322, USA",0.04024129471411767,Starbucks,"2011 Pooler Pkwy, Pooler, GA 31322, USA",0.0734856370660008,Mattress Firm Pooler Parkway,"2011 Pooler Pkwy Suite 2, Pooler, GA 31322, USA",0.07887830888644755,Chick-fil-A,"2021 Pooler Pkwy, Pooler, GA 31322, USA",0.11532328493601333,0
"Whistle Express Car Wash - Powhatan , 1880 Stavemill Crossing Ln , Powhatan , VA , 23139",37.510765,-77.774051,Whistle Express Car Wash,0.0,"1880 Stavemill Crossing Ln, Powhatan, VA 23139, USA",Wave,"1880 Stavemill Crossing Ln, Powhatan, VA 23139, USA",0.004757013575359585,AutoZone Auto Parts,"1870 Stavemill Crossing Ln, Powhatan, VA 23139, USA",0.01901772266380786,Goodwill of Central and Coastal Virginia,"1885 Stavemill Crossing Ln, Powhatan, VA 23139, USA",0.05876725114498656,Murphy USA,"1860 Stavemill Crossing Ln, Powhatan, VA 23139, USA",0.06899633833339562,Stavemill Crossing Shopping Center,"Stavemill Crossing Ln, Powhatan, VA 23139, USA",0.09522343517307091,1
"Whistle Express Car Wash - Racers Edge , 351 Commonwealth Blvd , Martinsville , VA , 24112",36.6968363,-79.8870267,Whistle Express Car Wash,0.0033107990936154163,"341 Commonwealth Blvd W, Martinsville, VA 24112, USA",Chopstix - Martinsville,"361 Commonwealth Blvd E, Martinsville, VA 24112, USA",0.05602055798593522,Community Park,"500 Swanson St, Martinsville, VA 24112, USA",0.21407864975503124,Social Security,"Martinsville, VA 24112, USA",0.11696230480879513,Social Security Administration,"320 Commonwealth Blvd W, Martinsville, VA 24112, USA",0.12289639333486824,National Guard,"315 Commonwealth Blvd W, Martinsville, VA 24112, USA",0.12936813778748643,0
"Whistle Express Car Wash - Ramsey , 3505 Ramsey St , Fayetteville , NC , 28311",35.1070945,-78.8793595,Whistle Express Car Wash,8.427935160540772e-13,"3505 Ramsey St, Fayetteville, NC 28311, USA",Car Wash Technology,"3505 Ramsey St, Fayetteville, NC 28311, USA",0.011121745180252053,Ramsey St/Par Dr,"Fayetteville, NC 28311, USA",0.03492808674962003,Ramsey St/Glenola St,"Fayetteville, NC 28311, USA",0.0432295358980295,Dollar General,"3445 Ramsey St, Fayetteville, NC 28311, USA",0.05570250465786733,Jiffy Lube,"3601 Ramsey St, Fayetteville, NC 28311, USA",0.060638164387554865,1
"Whistle Express Car Wash - Roxboro , 421 N Madison Blvd , Roxboro , NC , 27573",36.3995425,-78.9823863,Whistle Express Car Wash,4.39515090988607e-13,"421 N Madison Blvd, Roxboro, NC 27573, USA",Winners,"Roxboro, NC 27573, USA",0.04081242038496163,Winners Mart,"401 Madison Blvd, Roxboro, NC 27573, USA",0.04607508955458402,Mr. Tire Auto Service Centers,"416 N Madison Blvd, Roxboro, NC 27573, USA",0.053121013566266945,Papa Johns Pizza,"420 N Madison Blvd, Roxboro, NC 27573, USA",0.05470088892707343,"Liliana Gandini, DMD","424 N Madison Blvd, Roxboro, NC 27573, USA",0.05679931173997529,0
"Whistle Express Car Wash - Skibo , 2106 Skibo Rd , Fayetteville , NC , 28314",35.0522686,-78.9744423,Whistle Express Car Wash,7.195991181392718e-13,"2106 Skibo Rd, Fayetteville, NC 28314, USA",Horton Amy M,"2112 Skibo Rd, Fayetteville, NC 28314, USA",0.012279806779942523,"Native Angels Total Property Management, LLC","2112 Skibo Rd, Fayetteville, NC 28314, USA",0.012478970592025341,Storm X Change,"2112 Skibo Rd, Fayetteville, NC 28314, USA",0.012478970592025341,OneMain Financial,"2132 Skibo Rd Ste 104, Fayetteville, NC 28314, USA",0.0694479423225501,Starbucks,"2120 Skibo Rd, Fayetteville, NC 28314, USA",0.06992860381071588,0
"Whistle Express Car Wash - SouthPort , 5014 Southport Crossing Wy , Southport , NC , 28461",33.9540971,-78.0503435,Whistle Express Car Wash,4.39515090988607e-13,"5014 Southport Crossing Wy, Southport, NC 28461, USA",Advance Auto Parts,"5018 Southport Crossing Wy, Southport, NC 28461, USA",0.040159650553631,Starbucks,"5010 Southport Crossing Wy, Southport, NC 28461, USA",0.04097510051561599,Carolina QuickCare | Southport Urgent Care,"5010 Southport Crossing Wy, Southport, NC 28461, USA",0.04578073606329108,Southport Crossings,"Southport Crossing Wy, Southport, NC 28461, USA",0.05856082944041333,LibertyX Bitcoin ATM,"5006 Southport-Supply Rd SE, Southport, NC 28461, USA",0.07859377111780824,0
"Whistle Express Car Wash - Surfside , 8671 US Highway 17 Bypass , Surfside Beach , SC , 29575",33.644294,-78.984851,Whistle Express Car Wash,8.536305915092703e-13,"8671 US Highway 17 Bypass South, Surfside Beach, SC 29575, USA",Cadence Academy Preschool,"2401 Discovery Ln, Myrtle Beach, SC 29575, USA",0.04685823944623546,Western Union,"1401 Coventry Rd, Myrtle Beach, SC 29575, USA",0.0641158939577795,7-Eleven,"1401 Coventry Rd, Myrtle Beach, SC 29575, USA",0.064136782405402,Raise the Roost,"1401 Coventry Rd, Myrtle Beach, SC 29575, USA",0.06414969514790318,Belle Mer,"1475 Coventry Rd, Myrtle Beach, SC 29575, USA",0.08776837983193549,0
"Whistle Express Car Wash - Washington , 427 Bridge St , Washington , NC , 27889",35.5488005,-77.057573,Whistle Express Car Wash,1.4303941656702425e-12,"427 Bridge St, Washington, NC 27889, USA",Los Amigos Mexican Restaurant,"411 W 5th St, Washington, NC 27889, USA",0.025714260727116408,Big Belly,"422 Bridge St, Washington, NC 27889, USA",0.04153862675942085,Carolina Chicken & Waffles,"422 Bridge St, Washington, NC 27889, USA",0.04153862675942085,M & K Auto Sales LLC,"424 Bridge St, Washington, NC 27889, USA",0.04513541494714948,Albritton Cleanup,"430 W M.L.K. Jr Dr, Washington, NC 27889, USA",0.04763151457997575,0
"Whistle Express Car Wash - Wendover , 3608 W Wendover Ave , Greensboro , NC , 27407",36.0607388,-79.8695641,Whistle Express Car Wash,8.355411660040921e-13,"3608 W Wendover Ave, Greensboro, NC 27407, USA",Speedway,"3610 W Wendover Ave, Greensboro, NC 27407, USA",0.011513683049635801,ATM (Wilco Hess),"3610 W Wendover Ave, Greensboro, NC 27407, USA",0.023730233288272014,LibertyX Bitcoin ATM,"3610 W Wendover Ave, Greensboro, NC 27407, USA",0.024222846965623244,Summit SR22 Insurance Auto Group,"721 Norwalk St, Greensboro, NC 27407, USA",0.041444000353443526,DriveTime Used Cars,"3612 W Wendover Ave, Greensboro, NC 27407, USA",0.04425177770587795,0
"Whistle Express Car Wash - Westover , 105 S Westover Blvd , Albany , GA , 31707",31.5843172,-84.2206133,Whistle Express Car Wash,0.0,"105 S Westover Blvd, Albany, GA 31707, USA",McDonald's,"101 S Westover Blvd, Albany, GA 31707, USA",0.07299167850269539,ecoATM,"108 S Westover Blvd, Albany, GA 31707, USA",0.12261300260067239,Splash Ma Flash,"Albany, GA 31721, USA",0.12674816855185417,Coinstar,"Wal-Mart, 100 S Westover Blvd, Albany, GA 31707, USA",0.1283927590999226,Primo Water Refill & Exchange,"100 S Westover Blvd, Albany, GA 31707, USA",0.12864813375103998,0
"Whistle Express Car Wash -Boll Weevil , 654 Boll Weevil Cir , Enterprise , AL , 36330",31.3218393,-85.8302736,Whistle Express Car Wash,0.0,"654 Boll Weevil Cir, Enterprise, AL 36330, USA",McDonald's,"652 Boll Weevil Cir No, Enterprise, AL 36330, USA",0.02313585281099214,Western Union,"900 Rucker Blvd, Enterprise, AL 36330, USA",0.04480025791309661,Walgreens,"900 Rucker Blvd, Enterprise, AL 36330, USA",0.045257103349984396,Redbox,"900 Rucker Blvd, Enterprise, AL 36330, USA",0.045592753940039164,Walgreens Photo,"900 Rucker Blvd, Enterprise, AL 36330, USA",0.04667858995771685,0
"Whistle Express Car Wash Crawfordville , 2135 Crawfordville Hwy , Crawfordville , FL , 32327",30.2136553,-84.3632953,Whistle Express Car Wash,7.596182325800266e-13,"2135 Crawfordville Hwy, Crawfordville, FL 32327, USA","Total Care Dental: Tom Wollschlager, DMD","2167 Crawfordville Hwy, Crawfordville, FL 32327, USA",0.0396514542788507,Popeyes Louisiana Kitchen,"2123 Crawfordville Hwy, Crawfordville, FL 32327, USA",0.04144757505189937,MyEyeDr.,"2140 Crawfordville Hwy, Crawfordville, FL 32327, USA",0.051384192785992384,"Sagar Amin, OD","2140 Crawfordville Hwy, Crawfordville, FL 32327, USA",0.05182032480834098,"Nicole L. Vendegna, OD","2140 Crawfordville Hwy, Crawfordville, FL 32327, USA",0.05290236721544069,0
"Whistle Express Car WashChristiansburg , 945 N Franklin St , Christiansburg , VA , 24073",37.141632,-80.4147648,Whistle Express Car Wash,0.0,"954 N Franklin St, Christiansburg, VA 24073, USA",North Franklin/Church Nbnd,"Christiansburg, VA 24073, USA",0.03039793023920871,Little River Pool & Spa,"940 N Franklin St, Christiansburg, VA 24073, USA",0.0476843454333002,Dairy Queen Grill & Chill,"950 N Franklin St, Christiansburg, VA 24073, USA",0.05115643939807797,North Franklin/Church Sbnd,"Christiansburg, VA 24073, USA",0.053374787358169244,Quality Tire and Brake Service,"40 Lucas St NE, Christiansburg, VA 24073, USA",0.07475851800595525,0
"Whistle Express Car WashHendersonville , 579 New Shackle Island Rd , Hendersonville , TN , 37075",36.3377933,-86.6163971,Whistle Express Car Wash,0.004985726914621131,"579 New Shackle Island Rd, Hendersonville, TN 37075, USA",Volunteer Outfitters,"593 A, 593 New Shackle Island Rd, Hendersonville, TN 37075, USA",0.04109006307306962,Coin Cloud Bitcoin ATM,"593 New Shackle Island Rd, Hendersonville, TN 37075, USA",0.05101969322729751,Total Convenience,"593 New Shackle Island Rd, Hendersonville, TN 37075, USA",0.052079787846387254,Bitstop Bitcoin ATM,"593 New Shackle Island Rd, Hendersonville, TN 37075, USA",0.052660862159315744,LibertyX Bitcoin ATM,"593 New Shackle Island Rd, Hendersonville, TN 37075, USA",0.052660862159315744,0
"Whistle Express Car WashMilitary Trail , 1275 N Military Trl , West Palm Beach , FL , 33409",26.6960159,-80.1120622,Whistle Express Car Wash,0.007023016202532914,"1275 N Military Trl, West Palm Beach, FL 33409, USA",Smart Start Ignition Interlock,"1271 N Military Trl, West Palm Beach, FL 33415, USA",0.0036839737465570476,"Iglesia Evangelica Pentecostes ""Casa De Oracion""","Florida 33417, USA",0.01994947769714321,"Ayal Goldstein, DC","1225 N Military Trl, West Palm Beach, FL 33409, USA",0.022995110098506088,Girosol,"1225 N Military Trl #2, West Palm Beach, FL 33409, USA",0.0272990774062593,Mammas House,"1225 N Military Trl, West Palm Beach, FL 33417, USA",0.0272990774062593,0
"Whistle Express Car WashNorth Valdosta , 4139 N Valdosta Rd , Valdosta , GA , 31602",30.8968771,-83.3289852,Whistle Express Car Wash,0.0190643861636239,"4139 N Valdosta Rd, Valdosta, GA 31602, USA",O2B Kids Valdosta,"3440 Old U.S. 41 N, Valdosta, GA 31602, USA",0.028228693913658266,Mom & Dad's Italian Restaurant,"4143 N Valdosta Rd, Valdosta, GA 31602, USA",0.057335150854959285,Culver’s,"4135 N Valdosta Rd, Valdosta, GA 31602, USA",0.05930033585799176,O'Steen Subaru of Valdosta Service,"4140 N Valdosta Rd, Valdosta, GA 31602, USA",0.09195869297983213,O'Steen Subaru of Valdosta Parts,"4140 N Valdosta Rd, Valdosta, GA 31602, USA",0.09195869297983213,0
"Whistle Express Car WashPort Wentworth , 38 Magellan Blvd , Port Wentworth , GA , 31407",32.1956562,-81.1974481,Port Wentworth carwash,0.1600206471120718,"5 GA-30, Savannah, GA 31407, USA",Whistle Express Car Wash,"38 Magellan Blvd, Port Wentworth, GA 31407, USA",0.005854355363688589,Advance Auto Parts,"82 Magellan Blvd, Port Wentworth, GA 31407, USA",0.03676717664761238,Old Richmond Road WB,"Port Wentworth, GA 31407, USA",0.040922922963571376,Parker's Kitchen (Coming Soon),"132 GA-30, Port Wentworth, GA 31407, USA",0.0636445735138461,Murphy USA,"100 Magellan Blvd, Port Wentworth, GA 31407, USA",0.08423894232300184,0
"Whistle Wash Alliant , 1670 Alliant Ave , Jeffersontown , KY , 40299",38.218812,-85.538056,Whistle Express Car Wash,0.007214236947935958,"1670 Alliant Ave, Louisville, KY 40299, USA",Yoki Buffet,"1700 Alliant Ave, Louisville, KY 40299, USA",0.04521845996284037,Extended Stay America - Louisville - Alliant Avenue,"1650 Alliant Ave, Louisville, KY 40299, USA",0.05319286327742673,M.H. Solutions,"1717 Alliant Ave Ste 6, Louisville, KY 40299, USA",0.056901029577935164,Inspire Private Wealth Management,"1717 Alliant Ave Ste 8, Jeffersontown, KY 40299, USA",0.056901029577935164,Abigail Academy,"1717 Alliant Ave STE 13 & 14, Louisville, KY 40299, USA",0.056901029577935164,0
"Whistle Wash Conway , 2280 Church St , Conway , SC , 29526",33.85278,-79.0754414,,,,,,,,,,,,,,,,,,,0
"Whistle Wash Eagles Landing , 6700 Bayshore Rd , North Fort Myers , FL , 33917",26.6999681,-81.8475373,Whistle Express Car Wash,0.0652356586962934,"10721 Marlberry Way, North Fort Myers, FL 33917, USA",The Fat Apple,"6704 Bayshore Rd #101, North Fort Myers, FL 33917, USA",0.04770155892655224,Publix Liquors at Eagle Landing,"6704 Bayshore Rd Ste 103 Ste 103, North Fort Myers, FL 33917, USA",0.05176715464615835,China King Restaurant,"6704 Bayshore Rd #102, North Fort Myers, FL 33917, USA",0.05204912713200973,ZENSHI Handcrafted Sushi,"6700 Bayshore Rd, North Fort Myers, FL 33917, USA",0.0652356586962934,Primo Water Refill & Exchange,"6700 Bayshore Rd, North Fort Myers, FL 33917, USA",0.0652356586962934,0
"Whistle Wash Myrtle Beach , 2261 Dick Pond Rd , Myrtle Beach , SC , 29575",33.6427408,-78.972365,Whistle Express Car Wash,0.0,"2261 Dick Pond Rd, Myrtle Beach, SC 29575, USA",Suzanne lecleider photography arts / from hme struggeling,"1841 Southwood Dr #6, Myrtle Beach, SC 29575, USA",0.12928703175155817,Holiday Kampers,"2295 Dick Pond Rd, Myrtle Beach, SC 29575, USA",0.18975263540428272,Dresser Golf Academy,"Adminstrative Offices Only, 1808 Southwood Dr, Myrtle Beach, SC 29575, USA",0.1921801859006544,Trailer Hitches at Camping World,"2301 Dick Pond Rd, Myrtle Beach, SC 29575, USA",0.23067358853101308,Propane Refills at Camping World,"2301 Dick Pond Rd, Myrtle Beach, SC 29575, USA",0.2309141361640638,0
"White Water CW , 7600 Crater Lake Hwy , White City , OR , 97503",42.4267962,-122.8487759,Lil' Pantry White City,0.021286294229185692,"7600 OR-62, White City, OR 97503, USA",Shell,"7600 Crater Lake Hwy, White City, OR 97503, USA",0.0015237014786093242,Sinclair Gas Station,"7600 Crater Lake Hwy, White City, OR 97503, USA",0.0026092564613560136,Car Wash,"White City, OR 97503, USA",0.01984576536119892,Ruthanne Alexander,"7524 Crater Lake Hwy, White City, OR 97503, USA",0.024880486199089787,Infinite Lash Queen,"7582 Crater Lake Hwy, White City, OR 97503, USA",0.028931865092524617,0
"Wicked Wash , 160 E 1st S , Rigby , ID , 83442",43.6698154,-111.9134033,Tagg-N-Go Car Wash,0.013498795528857558,"160 E 1st S, Rigby, ID 83442, USA",Pick Me Up Drinks,"150 E 1st S, Rigby, ID 83442, USA",0.03123844452027621,Premier Therapy Associates,"167 E 1st S, Rigby, ID 83442, USA",0.046423577435768575,Long Kristi W,"167 E 1st S, Rigby, ID 83442, USA",0.04693378554802378,Hammar Bryan D DO,"167 E 1st S, Rigby, ID 83442, USA",0.04693378554802378,Rigby Pediatrics,"167 E 1st S, Rigby, ID 83442, USA",0.04751181055760769,0
"Willyu0027s Wash , 2605 N 14th St , Ponca City , OK , 74601",36.7364497,-97.0666901,Willy's Wash,0.0008815224997617672,"2605 N 14th St, Ponca City, OK 74601, USA",Dog Wash,"Ponca City, OK 74604, USA",0.014314757647257757,Sherwin-Williams Paint Store,"2615 N 14th St, Ponca City, OK 74601, USA",0.018309450366125447,Sonic Drive-In,"2603 N 14th St, Ponca City, OK 74604, USA",0.028980639039595597,EVA CASE,"2703 N 14th St, Ponca City, OK 74601, USA",0.042448633609824336,Triad Complete Healthcare,"2703 N 14th St, Ponca City, OK 74601, USA",0.042448633609824336,0
"Wilmington , 7032 Market St , Wilmington , NC , 28411",34.2681772,-77.8225205,Caliber Car Wash,0.001234441870662481,"7032 Market St, Wilmington, NC 28411, USA",Hibachi To Go,"7028 Market St, Wilmington, NC 28405, USA",0.030996146307826666,PORCH CONCEPTS,"Ogden, NC 28405, USA",0.036172198925149855,Murphy Console Beds of Wilmington at Porch Concepts,"7036 Market St, Wilmington, NC 28411, USA",0.050814157780072075,Food Irish | Irish Food & Delicacies,"7036 Market St, Wilmington, NC 28411, USA",0.050814157780072075,Amish Poly Lumber,"7036 Market St, Wilmington, NC 28411, USA",0.050814157780072075,0
"Winchester , 7050 Winchester Rd , Memphis , TN , 38125",35.0495614,-89.8286046,Century Express Carwash - Winchester and Riverdale,0.003366852562005391,"7050 Winchester Rd, Memphis, TN 38125, USA",Starbucks,"7064 Winchester Rd, Memphis, TN 38125, USA",0.022400495030588042,Jiffy Lube,"7020 Winchester Rd, Memphis, TN 38125, USA",0.02675295968969854,WINCHESTER ROAD at MALCO WAY,"Memphis, TN 38125, USA",0.04191776989558594,ATM (On the Run),"7010 Winchester Rd, Memphis, TN 38125, USA",0.04216839779032726,HopIn Winchester,"7010 Winchester Rd, Memphis, TN 38125, USA",0.047514342186427694,0
"Windsor Forest , 11303 Abercorn St , Savannah , GA , 31419",31.9802766,-81.1465097,LUV Car Wash,0.0,"11303 Abercorn St, Savannah, GA 31419, USA",Discount Tire,"11301 Abercorn St, Savannah, GA 31419, USA",0.006602996512619966,Olive Garden Italian Restaurant,"11333 Abercorn St, Savannah, GA 31419, USA",0.050222491508278046,Viva Nail and Spa,"11215 Abercorn St suite 4, Savannah, GA 31419, USA",0.05235260097915073,Tailgate Sports Bar & Grill,"11215 Abercorn St #2, Savannah, GA 31419, USA",0.05410302990732605,Brewster’s Place Tavern and Eatery,"11215 Abercorn St, Savannah, GA 31419, USA",0.05577629447566112,0
"Winter Park , 6750 Aloma Ave , Winter Park , FL , 32792",28.6061557,-81.2984608,Caliber Car Wash,0.0072675430259938525,"6750 Aloma Ave, Winter Park, FL 32792, USA",N Forsyth Rd and Aloma Ave,"Florida 32792, USA",0.03014236914034685,7-Eleven,"3608 Aloma Ave, Winter Park, FL 32792, USA",0.056389712029419566,MTE Studios,"Aloma Ave, Winter Park, FL 32792, USA",0.057898233605705084,Toole's Ace Hardware of Aloma,"6748 Aloma Ave, Winter Park, FL 32792, USA",0.06315413791614088,Lucky China,"6756 Aloma Ave, Winter Park, FL 32792, USA",0.0636382891902595,0
"Winter Street Haverhill , 284 Winter St , Haverhill , MA , 1832",42.7771589,-71.087373,Haffner's Service Station Inc,0.021524622214011573,"284 Winter St, Haverhill, MA 01830, USA",Winter Street & Lafayette Square,"Haverhill, MA 01832, USA",0.04664075778271344,Lambert Roofing Co,"265 Winter St, Haverhill, MA 01830, USA",0.05689091080745113,K C Carpets,"35 Lafayette Square, Haverhill, MA 01832, USA",0.06657135743191724,DeAngelis Studio of Music Haverhill,"35 Lafayette Square 3rd Floor, Haverhill, MA 01832, USA",0.06752188193628701,"Haverhill Inner City Boxing Club, Inc.","41 Lafayette Square, Haverhill, MA 01832, USA",0.06757526674460994,0
"Wolfrum , 1010 Wolfrum Rd , Weldon Spring , MO , 63304",38.7287947,-90.6444119,Scrubbles Car Wash,0.0,"1010 Wolfrum Rd, Weldon Spring, MO 63304, USA",Dynamite Dave's Fireworks,"1005 Wolfrum Rd, Weldon Spring, MO 63304, USA",0.01915611971693228,Dr. Russell Imboden & Dr. Allan Genteman,"1033 Wolfrum Rd, Weldon Spring, MO 63304, USA",0.027668400239382506,Valvoline Instant Oil Change,"1002 Wolfrum Rd, Weldon Spring, MO 63304, USA",0.026952261722554313,Wolfrum Crossing,"Wolfrum Rd, Weldon Spring, MO 63304, USA",0.04079564912040566,Hasselfeld Randi A MD,"1051 Wolfrum Rd, Weldon Spring, MO 63304, USA",0.05566531121692212,0
"Woodieu0027s 4th Street , 7141 4th St N. , St. Petersburg , FL , 33702",27.8370427,-82.6382719,Woodie's Wash Shack - 4th Street N,0.016685457947112875,"7141 4th St N, St. Petersburg, FL 33702, USA",4th St N + 72nd Ave N,"St. Petersburg, FL 33702, USA",0.046007244681564044,4th St N + 72nd Ave N,"St. Petersburg, FL 33702, USA",0.048762146820490494,Lime Premium,"7091 4th St N, St. Petersburg, FL 33702, USA",0.05149031136504684,"America's Paralegal, LLC","7091 4th St N, St. Petersburg, FL 33702, USA",0.05332779912763215,SideXSide St. Petersburg,"7091 4th St N, St. Petersburg, FL 33702, USA",0.05332779912763215,0
"Woodieu0027s 66 , 5601 66th St N , St. Petersburg , FL , 33709",27.8231796,-82.7279784,Woodie's Wash Shack - 66th Street,0.019513014387886277,"5601 66th St N, St. Petersburg, FL 33709, USA",66th St N + 56th Ave N,"West Lealman, FL 33709, USA",0.022737059328034163,66th St N + Fairhaven Mhp,"West Lealman, FL 33709, USA",0.045867917912276436,Sue's Bay Area Sewing,"5660 66th St N, St. Petersburg, FL 33709, USA",0.058411321041239535,just Chill SMOKE SHOP,"5656 66th St N, St. Petersburg, FL 33709, USA",0.059125598075677535,Freedom Ministries Church of Pinellas,"5595 66th St N, St. Petersburg, FL 33709, USA",0.060428049669044005,0
"Woodieu0027s Ballantrae , 17322 FL-54 , Lutz , FL , 33558",28.193589,-82.527278,Woodie's Wash Shack - Ballantrae,0.008550552800978764,"17322 FL-54, Lutz, FL 33558, USA",Burger King,"17376 FL-54, Lutz, FL 33558, USA",0.05177878647173157,Blue Rhino Propane Exchange,"17430 FL-54, Lutz, FL 33558, USA",0.09312266420241712,Circle K | Gas Station,"17430 FL-54, Lutz, FL 33558, USA",0.09761353709412725,Circle K,"17430 FL-54, Lutz, FL 33558, USA",0.10354837393642342,SR 54 & Ballentree Blvd,"Florida 34638, USA",0.13492079532609375,0
"Woodieu0027s Bayshore , 3011 W Gandy Blvd , Tampa , FL , 33611",27.89395,-82.4923635,Woodie's Wash Shack - Gandy-Bayshore,0.0,"3011 W Gandy Blvd, Tampa, FL 33611, USA",Oxford Commons Gandy Parking Lot,"3013 W Gandy Blvd, Tampa, FL 33611, USA",0.043523848599924475,Animal Doctors of South Tampa,"3002 W Gandy Blvd, Tampa, FL 33611, USA",0.04972322513450449,Moose 912,"3008 W Gandy Blvd, Tampa, FL 33611, USA",0.05005877191603595,Hall Chad w DVM,"3002 W Gandy Blvd, Tampa, FL 33611, USA",0.05077364232138354,Interbay Moose 912,"3008 W Gandy Blvd, Tampa, FL 33611, USA",0.05071630477744389,0
"Woodieu0027s Centerpoint , 6612 University Pkwy , Sarasota , FL , 34240",27.3857496,-82.4246276,Woodie's Wash Shack- CenterPoint,0.0412810698692641,"6612 University Pkwy, Sarasota, FL 34202, USA",Fresenius Lakewood Ranch Dialysis Center,"6600 University Pkwy UNIT 100, Sarasota, FL 34240, USA",0.026625375469467406,131 MAIN Restaurant,"6608 University Pkwy, Sarasota, FL 34240, USA",0.0432176370134277,Dr. Jason Duke,"6600 University Pkwy SUITE 101, Sarasota, FL 34240, USA",0.08497459907678127,SPC Wellness,"6600 University Pkwy, Sarasota, FL 34240, USA",0.08523183116648825,Artisan Eye,"6600 University Pkwy Suite 306, Lakewood Ranch, FL 34240, USA",0.08523183116648825,0
