full_site_address,Latitude,Longitude,car_wash_name,distance_from_nearest_target,count_of_target_5miles
"Lightning Fast , 2045 W Oaklawn Rd , Pleasanton , TX , 78064",28.940437,-98.5105038,Lightning Fast Car Wash,,0
"Local Car Wash , 331 W Loudon St , Chambersburg , PA , 17201",39.9361714,-77.667148,The Local Car Spot Company,1.92081719027399,3
"Los Lunas , 250 Main Street NE , Los Lunas , NM , 87031",34.8070818,-106.7335652,Champion Xpress Carwash,,0
"Lowell Road Hudson , 215 Lowell Rd , Hudson , NH , 3051",42.7332558,-71.4259764,Haffner's Gas Station and Car Wash,2.19847355169042,1
"MONKEY SHINE , 2518 Bob Bullock Loop , Laredo , TX , 78045",27.6139336,-99.4674955,Monkey Shine,3.64117167157761,2
"MURRAY AUTO SPA , 1530 HWY 121 N BYPASS , MURRAY , KY , 42071",36.588976,-88.29729,N/A,,0
"Madison , 155 Plaza Blvd , Madison , AL , 35758",34.7099342,-86.7423193,Mach-1 Express Wash Madison,2.80184424049171,2
"Magic City Car Wash , 619 N Broadway , Minot , ND , 58703",48.2427558,-101.2970504,Magic City Car Wash,2.5825649594168,2
"Magic Hillsboro , 1455 N High St , Hillsboro , OH , 45133",39.227106,-83.610754,Take 5 Car Wash,,0
"Maricamp , 125 Bahia Ave Ct , Ocala , FL , 34472",29.113887,-82.021699,Caliber Car Wash,,0
"Marshalltown , 2401 S Center St , Marshalltown , IA , 50158",42.0174381,-92.9132424,Champion Xpress Carwash,,0
"Maumelle - Audubon Dr , 117 Audubon Dr , Maumelle , AR , 72113",34.8516173,-92.4055153,Splash Car Wash,,0
"Moby's Car Wash , 421 E Martintown Rd , North Augusta , SC , 29841",33.4957275,-81.95777,Moby's Car Wash,,0
"Mojo Xpress Hopkins Center , 141 Hopkins Corner Dr , Waynesboro , GA , 30830",33.1062462,-82.0253351,Mojo's Xpress Wash,,0
"Mojo Xpress Wash , 332 South Green St , Swainsboro , GA , 30401",32.5899945,-82.3302568,MoJo's Xpress Wash,,0
"Monster Car wash AZ , 6640 N Viewpoint Dr , Prescott Valley , AZ , 86315",34.6376297,-112.3364188,Monster Car Wash,,0
"Monster Wash , 7020 U.S.Highway 181 N , Floresville , TX , 78114",29.2311555,-98.245306,Monster Wash,,0
"Morrilton - E Harding St , 1803 E Harding St , Morrilton , AR , 72110",35.1704143,-92.719885,Splash Car Wash,,0
"Mountain Edge , 200 E Commonwealth Dr , Wytheville , VA , 24382",36.9600105,-81.0960388,Mountain Edge Express Wash,,0
"Mountain Express #1 , 226 Old Chimney Rock Rd , Hendersonville , NC , 28792",35.3457861,-82.4322737,Mountain Express Car Wash,,0
"Mountain Express #2 , 821 Shepherd St , Hendersonville , NC , 28792",35.2989673,-82.4359153,Mountain Express Car Wash,,0
"Mr Clean Blairsville , 262 GA-515 , Blairsville , GA , 30512",34.8794923,-83.9556608,Mr. Clean Car Wash Blairsville,,0
"Mr Clean Canton , 220 Riverstone Pkwy , Canton , GA , 30114",34.2440227,-84.488294,Mr. Clean Car Wash,1.90360547095598,1
"Mr Clean Dahlonega , 45 Morrison Moore Pkwy W , Dahlonega , GA , 30533",34.5257347,-83.9789743,Mr. Clean Car Wash,,0
"Mr Clean DeBary , 215 N Charles Richard Beall Blvd , DeBary , FL , 32713",28.8994251,-81.3049194,Mr. Clean Car Wash,1.37842536417813,1
"Mr Clean Leesburg , 1396 W N Blvd , Leesburg , FL , 34748",28.8277769,-81.8866092,Mr. Clean Car Wash,,0
"Mr Clean Loganville , 4840 Atlanta Hwy , Loganville , GA , 30052",33.8331639,-83.8811731,Mr. Clean Car Wash Loganville,,0
"Mr Clean Orange Park , 890 Blanding Blvd , Orange Park , FL , 32065",30.1418889,-81.7681268,Mr. Clean Car Wash,4.43255322010417,1
"Mr Clean Oxford , 11822 US-301 , Oxford , FL , 34484",28.9285765,-82.0378868,Mr. Clean Car Wash,,0
"Mr Clean Sharpsburg , 18 Bailey Station Dr , Sharpsburg , GA , 30277",33.4081197,-84.6736447,Mr. Clean Car Wash,4.98721938538768,1
"Mr D Car Wash , 525 E Sumner St , Hartford , WI , 53027",43.3168236,-88.3718484,Mr D Car Wash,,0
"Mr. B's Car Wash - Sumiton , 878 Hwy 78 , Sumiton , AL , 35148",33.7450899,-87.0469626,Mr. B’s $5 Express Car Wash,,0
"My Wash , 3804 S Western , Marion , IN , 46953",40.523313,-85.6753078,MyWash Car Wash,,0
"NCGOL_N.Berkeley , 508 N Berkeley Blvd , Goldsboro , NC , 27534",35.3745497,-77.9443943,Zips Car Wash,0.488570703929778,1
"NCHOL_GrandHill , 301 Grand Hill Pl , Holly Springs , NC , 27540",35.6656692,-78.8438361,Zips Car Wash,0.563212410292519,1
"New Shackle Island , 271 New Shackle Island Rd , Hendersonville , TN , 37075",36.3184762,-86.6253516,Champion Car Wash,1.09974766715151,2
"North Deland , 104 E International Speedway Blvd , DeLand , FL , 32724",29.0539905,-81.3026516,Scrubbles Express Wash,,0
"North Port CW , 14164 Tamiami Trail , North Port , FL , 34287",27.043727,-82.2395995,North Port Car Wash,,0
"OCTOPUS CAR WASH , 1050 W Beta St , Green Valley , AZ , 85614",31.9024319,-110.9867705,Village Car Wash AZ,,0
"Ocala -Silver Springs , 4956 E Silver Springs Blvd , Ocala , FL , 34470",29.2100496,-82.0658882,Caliber Car Wash,,0
"Ocean Express , 9640 Federal Blvd , Federal Heights , CO , 80260",39.8715564,-105.0241903,Ocean Express Car Wash,3.08744121811353,3
"Ogeechee , 5909 Ogeechee Rd , Savannah , GA , 31419",31.997541,-81.2525169,LUV Car Wash,4.65540137070774,1
"Ollie Wash Henderson , 2700 US Hwy. 41 N , Henderson , KY , 42420",37.8755239,-87.5672191,Ollie Wash Henderson,,0
"Ollie Wash Owensboro , 3850 Frederica St , Owensboro , KY , 42301",37.7343692,-87.1206966,Ollie Wash,1.19381128002011,1
"Orange City , 1310 S Volusia Ave , Orange City , FL , 32763",28.9337218,-81.2984532,LUV Car Wash,1.26711324432208,1
"Ottumwa , 1941 Venture Dr , Ottumwa , IA , 52501",41.01523,-92.456148,Champion Xpress Carwash,,0
"Oxford , 1826 US-78 , Oxford , AL , 36203",33.5957609,-85.8750204,Oxford Super Wash,,0
"PASTIME AUTO WASH , 2610 OLIVE HIGHWAY , OROVILLE , CA , 95966",39.5053791,-121.5444403,Pastime Auto Wash Express,,0
"Palatka , 812 FL-19 , Palatka , FL , 32177",29.6401112,-81.6772984,Caliber Car Wash,,0
"Palm Coast , 6030 Old Kings Rd S , Palm Coast , FL , 32137",29.4772142,-81.1809069,LUV Car Wash,2.27913225142499,1
"Papa Bear Anderson 2 , 1500 Pearman Dairy Rd , Anderson , SC , 29625",34.53198,-82.6963294,Papa Bear Car Wash,1.52457377088355,1
"Papa Bear Easley , 5260 Calhoun Memorial Hwy , Easley , SC , 29640",34.8261114,-82.5618856,Papa Bear Car Wash,,0
"Paradise 2 , 4350 Austell Rd , Austell , GA , 30106",33.8474699,-84.6095148,Paradise Falls Car Wash Austell,0.483685261188397,1
"Pat's NU Star - Winter Haven , 619 Cypress Gardens Blvd , Winter Haven , FL , 33880",28.0044428,-81.7177581,Pat’s Nustar Car Wash,,0
"Peachy Clean , 1301 US-31 , Clanton , AL , 35045",32.8194376,-86.6104121,Peachy Clean Car Wash,,0
"Pelican Car Wash , 13020 US-1 , Sebastian , FL , 32958",27.8321463,-80.4806875,Pelican Express Car Wash,,0
"Peppy's Car Wash , 101 W University Pkwy , Jackson , TN , 38305",35.6963252,-88.8329326,Parrot's Car Wash,1.57521112305394,1
"Peppy's Car Wash Union City , 1315 Old Troy Rd , Union City , TN , 38261",36.4164336,-89.0730822,Parrot's Car Wash,,0
"Phenix City , 3709 US-431 , Phenix City , AL , 36867",32.497545,-85.0446581,Caliber Car Wash,4.97654900897355,1
"Pirates Cove Goldsboro , 110 Mollie Drive , Goldsboro , NC , 27534",35.339245,-77.919017,Pirates Cove Carwash - Goldsboro,3.04957621339104,1
"Plaistow Road Haverhill , 73 Plaistow Rd , Haverhill , MA , 1830",42.813419,-71.1021821,Haffner's Car Wash,1.8906566386361,1
"Plantation Island , 1430 Plantation Island Dr S , St. Augustine , FL , 32080",29.8652652,-81.2982865,GATE Express Car Wash,1.62252212956835,1
"Platinum Auto Spa , 2303 6th Ave SE , Aberdeen , SD , 57401",45.4599517,-98.4546109,Platinum Auto Spa,0.725484144034735,1
"Polished Peach Car Wash , 1490 Towne Lake Pkwy , Woodstock , GA , 30189",34.1057206,-84.5433192,N/A,,0
"Pooler , 420 Pooler Pkwy , Pooler , GA , 31322",32.1370935,-81.2545339,LUV Car Wash,,0
"Precision Xpress CarWash , 2106 S Main St , Lindale , TX , 75771",32.4883669,-95.3982816,Precision Express Car Wash,,0
"Prestige Car Wash , 10004 Brownsboro Rd , Louisville , KY , 40241",38.3143963,-85.5627054,Prestige Express Car Wash,1.23656067098398,1
"Pueblo , 2323 W Pueblo Blvd , Pueblo , CO , 81004",38.219339,-104.638418,Champion Xpress Carwash,,0
"Pure Car Wash , 330 Anna Dr , McComb , MS , 39648",31.242485,-90.4795296,Pure Car Wash,,0
"Quick Jet Car Wash , 1217 Dolly Parton Pkwy , Sevierville , TN , 37862",35.8632117,-83.5282174,Quick Jet Car Wash,3.14039946376151,1
"RACCOON EXPRESS CW , 495 Lafayette Rd , Seabrook , NH , 3874",42.889469,-70.872266,Raccoon Express $5 Car Wash,,0
"RAINDANCER OF GLENVILLE , 172 Freemans Bridge Rd , Schenectady , NY , 12302",42.8466008,-73.9416205,Raindancer Car Wash,1.50275268163889,1
"RED ROCKET CAR WASH #1 , 47 Golfview Dr NE , Arab , AL , 35016",34.3438549,-86.5015317,Bubbles Express Car Wash,,0
"RED ROCKET CAR WASH #2 , 2110 Redstone Rd SW , Huntsville , AL , 35803",34.6176307,-86.5687864,Bubbles Express Car Wash,4.16740698994233,1
"RIVERHEAD TOYOTA CAR WASH , 1655 County Rd 58 , Riverhead , NY , 11901",40.9240907,-72.6984365,"Absolute Detailing Concepts, Inc",1.17047789863179,1
"ROCK & ROLL CW , 8320 W Judge Perez Dr , Chalmette , LA , 70043",29.9531318,-89.9797697,Rock & Roll Car Wash,,0
"Radiant Apollo Beach , 6576 US Hwy 41 , Apollo Beach , FL , 33572",27.7731377,-82.3902847,Radiant Express Car Wash,,0
"Radiant Auburndale , 2049 US-92 , Auburndale , FL , 33823",28.0573484,-81.8121995,Radiant Express Car Wash,,0
"Radiant Land O' Lakes , 4230 Land O' Lakes Blvd , Land O' Lakes , FL , 34639",28.2424856,-82.4427769,N/A,,0
"Radiant Poinciana , 925 Cypress Pkwy , Kissimmee , FL , 34759",28.1481414,-81.4462145,Radiant Express Car Wash,,0
"Radiant Spring Hill , 7104 Mariner Blvd , Spring Hill , FL , 34609",28.5308742,-82.5110397,Radiant Express Car Wash,4.06783076551354,1
"Radiant Zephyrhills , 7575 Gall Blvd , Zephyrhills , FL , 33541",28.2677868,-82.1889848,Radiant Express Car Wash,,0
"Rio Rancho North , 507 NM-528 NE , Rio Rancho , NM , 87144",35.2668562,-106.6276302,Champion Xpress Carwash,1.6438460193917,1
"Riptide Dallas , 1001 Dallas Cherryville Hwy , Dallas , NC , 28034",35.3153389,-81.189865,The RipTide Car Wash,4.53978921751327,1
"Riptide Durham , 3639 Durham-Chapel Hill Blvd , Durham , NC , 27707",35.97045,-78.9507861,The RipTide Car Wash & Detail Center,0.544800766868628,2
"Riptide Gastonia , 3711 E Franklin Blvd , Gastonia , NC , 28056",35.2572225,-81.1140765,The RipTide Car Wash,1.48157401427039,1
"Riptide Neuse , 13150 Falls of Neuse Rd , Raleigh , NC , 27614",35.9412871,-78.5612498,The RipTide Car Wash,2.55904706828457,1
"Riptide Spring Lake , 1101 N Bragg Blvd , Spring Lake , NC , 28390",35.1804403,-78.9818916,The RipTide Car Wash,,0
"Riverside Ionia , 1370 S State Rd , Ionia , MI , 48846",42.9685416,-85.0698982,Riverside Auto Wash,,0
"Riverside Lowell , 1941 W Main St , Lowell , MI , 49331",42.931854,-85.3592788,Riverside Auto Wash,,0
"Road Runner Express #2 , 101 Market Center Way , Daleville , VA , 24083",37.4169786,-79.9111846,Road Runner Express,,0
"Road Runner Express , 7816 Timberlake Rd , Lynchburg , VA , 24502",37.351769,-79.2267214,Road Runner Express,1.99613349801356,2
"Roadrunner Express Mukwonago , 811 S Rochester St , Mukwonago , WI , 53149",42.8556672,-88.3274265,Roadrunner Express Car Wash & Oil Change,,0
"Roadrunner Express New Berlin , 5275 S Moorland Rd , New Berlin , WI , 53151",42.9485381,-88.1097854,Roadrunner Express Car Wash & Oil Change,0.707389017842229,3
"Rocket Wash Foothills , 3985 US-421 , Wilkesboro , NC , 28697",36.1493091,-81.2308643,Rocket Wash Express,,0
"Rocket Wash Mebane , 211 Fieldale Rd , Mebane , NC , 27302",36.0759804,-79.2749994,Rocket Wash Express,,0
"Rocket Wash Rome , 694 Braves Blvd NE , Rome , GA , 30161",34.2837964,-85.1672328,Rocket Wash,,0
"Rocket Wash Wilkesboro , 1846 US-421 , Wilkesboro , NC , 28697",36.1506819,-81.1992276,Rocket Wash Express,,0
"Rockmart , 1931 Nathan Dean Pkwy , Rockmart , GA , 30153",34.0092289,-85.0306115,Mach-1 Express Wash of Rockmart,,0
"Rocks Edge , 116 Carmel Dr , King , NC , 27021",36.2624481,-80.365563,Rocks Edge Express Wash,,0
"Rogue Carwash , 819 SE Mill St , Grants Pass , OR , 97526",42.4311527,-123.318906,Rogue Carwash,,0
"Rolling Thunder , 800 E Main St , Palmyra , PA , 17078",40.312316,-76.585092,Rolling Thunder Express Car Wash,,0
"Royal Pines , 3454 Royal Pines Dr , Middleburg , FL , 32068",30.1588835,-81.8357776,LUV Car Wash,2.8620642612104,1
"Royal Splash Car Wash , 21 Cape Rd , Mendon , MA , 1756",42.0997802,-71.5037789,N/A,,0
"Rub A Dub , 707 Taugenbaugh Blvd , Rifle , CO , 81650",39.5216905,-107.7771586,"Rub a Dub Car Wash - Rifle, CO",,0
"Russellville - E Main St , 2610 E Main St , Russellville , AR , 72802",35.2778085,-93.1033689,Splash Car Wash,,0
"SIMPLY CLEAN CW (VALLEY CW) , 64 Pershing Dr , Ansonia , CT , 6401",41.3346732,-73.0831786,7 days car wash,0.454493733938257,1
"SQUEAKY CLEAN CW 2 , 3931 Cerrillos Rd , Santa Fe , NM , 87507",35.6427019,-106.0134847,Squeaky Clean Car Wash,0.23466085746397,1
"STEESE , 720 Old Steese Hwy , Fairbanks , AK , 99701",64.8515089,-147.6945971,Splash & Dash East,,0
"SUPER SPRAY , 1581 S Muskogee Ave , Tahlequah , OK , 74464",35.8956029,-94.9762402,Super spray Car Wash II,,0
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,Superior Mermaid Car Wash & Lube,4.14361599776388,2
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,Superior Tomball Car Wash,1.047322758751,1
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",38.7990011,-90.6550622,Scrubbles Car Wash,2.67232882581923,2
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,LUV Car Wash,0.959155229995656,2
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",35.638209,-106.0127505,Champion Xpress Carwash,0.0893552157907849,1
"Saratoga Honda , 3402 US-9 , Saratoga Springs , NY , 12866",43.057525,-73.7870143,Saratoga Honda Car Wash,3.57464768360745,1
"Scarborough Car Wash , 1448 FM 66 , Waxahachie , TX , 75165",32.3740716,-96.8662375,Scarborough Car Wash,3.70604561490425,1
"Seaway Car Wash North , 142 Heineberg Drive , Colchester , VT , 5446",44.53489,-73.249658,Seaway Car Wash,,0
"Seaway Car Wash South #2 , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,Seaway Carwash and Detail Center,2.72407645218739,1
"Seaway Car Wash South , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,Seaway Carwash and Detail Center,2.72407645218739,1
"Senatobia , 328 E Main St , Senatobia , MS , 38668",34.6197427,-89.9562586,Century Express Carwash,,0
"Sherwood - E Kiehl Ave , 3610 E Kiehl Ave , Sherwood , AR , 72120",34.8316898,-92.1924256,Splash Car Wash,3.6544778237923,1
"Shortman Car Wash , 1001 N Main St , Miami , OK , 74354",36.8867079,-94.8779151,Let’s Go Car Wash,,0
"Silver City , 1870 US-180 , Silver City , NM , 88061",32.7861869,-108.2554652,Champion Xpress Carwash,,0
"Smitty's Car Wash Fredericksburg , 513 S Adams St , Fredericksburg , TX , 78624",30.2686406,-98.8775051,Smitty's Car Wash,,0
"Smitty's Car Wash Greenville , 6112 Wesley St , Greenville , TX , 75402",33.1078395,-96.1100705,Smitty's Car Wash,,0
"Smitty's Car Wash Kerrville , 301 Sidney Baker St , Kerrville , TX , 78028",30.0424562,-99.1448947,Smitty’s Car Wash,,0
"Smitty's Car Wash Lindale , 13776 US Hwy 69 N , Tyler , TX , 75706",32.4668192,-95.3857957,Smitty's Car Wash,,0
"Smitty's Car Wash Lufkin , 1808 S First St , Lufkin , TX , 75901",31.3147004,-94.7281932,Smitty's Car Wash,0.482104227264811,1
"Smitty's Car Wash Marshall , 1500 E End Blvd N , Marshall , TX , 75672",32.5568335,-94.3493365,Smitty's Car Wash,,0
"Smitty's Car Wash Princeton , 400 E Princeton Dr , Princeton , TX , 75407",33.1746057,-96.4854304,N/A,,0
"Snap Clean , 110 N Elm Street , Ennis , TX , 75119",32.3327117,-96.619208,Snap Clean Car Wash,,0
"Soak City Car Wash , 116 Jane St , Berea , KY , 40403",37.56632,-84.3109343,Soak City Car Wash,,0
"Soapy J's , 626 Norh 12 Street , Middlesboro , KY , 40965",36.6144347,-83.7027468,Soapy J's Express Car Wash,,0
"Soapy Nobles 219 S Westfield St Ag , 219 S Westfield St , Agawam , MA , 1030",42.0599321,-72.6756952,Soapy Noble,,0
"Soapy Nobles 76 N Rd East Windsor CT , 76 N Rd , East Windsor , CT , 6088",41.9319611,-72.5918196,Soapy Noble,4.26404016540062,2
"Soapy Sam's , 15046 IN-23 , Granger , IN , 46530",41.7324112,-86.15926,Soapy Sam's Car Wash,1.35486933069684,1
"Soggy Dog CW , 714 Ritter Dr , Glen Morgan , WV , 25813",37.7497066,-81.1410774,Soggy Dog Car Wash,,0
"Sonic Suds Simpsonville , 703 SE Main St , Simpsonville , SC , 29681",34.7219085,-82.252667,Sonic Suds Express Car Wash,1.18527528144065,1
"South Deland , 1810 S Woodland Blvd , DeLand , FL , 32720",28.9965731,-81.3032381,LUV Car Wash,,0
"Southaven , 1101 Church Rd W , Southaven , MS , 38671",34.9330158,-90.0089691,Century Express Carwash - Southaven,2.29403307526998,1
"Spectacular 1830 , 1830 E. Hwy 80 , Somerset , KY , 42503",37.1011409,-84.5898025,Spectacular Carwash,,0
"Spectacular 1990 , 1990 Oak Hill Road , Somerset , KY , 42503",37.0579482,-84.6462024,Spectacular Carwash,,0
"Spectacular 954 , 954 US-27 , Somerset , KY , 42501",36.9524362,-84.5786258,N/A,,0
"Speedy Pete's Car Wash , 1205 Maxwell Blvd , Ruston , LA , 71270",32.541285,-92.633638,Speedy Pete's Car Wash,,0
"Splash Brothers Wolfforth , 716 Donald Preston Dr , Wolfforth , TX , 79382",33.52042,-102.0038528,Splash Bros Xpress Car Wash,3.46919920726752,1
"Splash Hopper Express , 863 Western Bypass , Andalusia , AL , 36420",31.2980899,-86.499031,Splash Hopper Express Wash,,0
"Splash N Foam , 705 Fannin St , George West , TX , 78022",28.3306261,-98.1165219,Splash 'N' Foam Car Wash,,0
"Suds Bucket Wash , 615 landmark Point Blvd. Suite B , Gray , GA , 31032",32.9897907,-83.5691835,Suds Bucket Car Wash,,0
"Suds Deluxe Kyle , 18810 IH 35 , Kyle , TX , 78640",30.0342462,-97.847338,Suds Deluxe Car Wash,1.89298037762079,1
"Sudzy's Car Wash , 2624 Anderson Hwy , Powhatan , VA , 23139",37.5243866,-77.8264842,Flagstop Car Wash,,0
"Summerville , 10805 Commerce St , Summerville , GA , 30747",34.4900693,-85.3417458,LUV Car Wash,,0
"Sun Splash , 914 N Stratford Rd , Moses Lake , WA , 98837",47.1408544,-119.2794176,Sun Splash Car Wash,,0
"Sunny Daze Car Wash , 609 N Mayo Trl , Paintsville , KY , 41240",37.8254161,-82.8228864,SunnyDaze Car Wash,,0
"Super Duck Hazel Green , 14533 US-231 , Hazel Green , AL , 35750",34.9431964,-86.5724199,Super Duck Car Wash,,0
"THOMAS CAR WASH , 218 Blueberry Ln , Nicholasville , KY , 40356",37.891331,-84.56775,Thomas Car Wash,,0
"TLC Car Wash 2 , 1001 W Main St , Salem , VA , 24153",37.2907386,-80.0740891,"T.c. Squared, Inc.",,0
"TXGRA_Hwy377 , 3601 E US Hwy 377 , Granbury , TX , 76049",32.4530938,-97.7328629,Zips Car Wash,,0
"TXNEW_Walton , 23685 Walton Ave , New Caney , TX , 77357",30.1529637,-95.2186963,Zips Car Wash,1.6131435499222,1
"Taos , 1122 Paseo Del Pueblo Sur , Taos , NM , 87571",36.3816146,-105.5891681,Champion Xpress Carwash,,0
"The Auto Spa @ Main Street , 2002 W Main St , Durant , OK , 74701",33.9970998,-96.3999484,Main Street Auto Spa,,0
"The Auto Spa @ University , 3212 University Blvd , Durant , OK , 74701",34.0053117,-96.4094184,The Auto Spa- University Park,,0
"The Washery , 127 Airport Rd , Hazleton , PA , 18202",40.9914564,-75.986629,All Seasons Auto Wash,,0
"Thoroughbred Ashland , 621 12th St , Ashland , KY , 41101",38.4776961,-82.6469666,Thoroughbred Express Auto Wash,,0
"Thoroughbred Bardstown , 1332 E John Rowan Blvd , Bardstown , KY , 40004",37.825322,-85.4535733,Thoroughbred Express Auto Wash,,0
"Thoroughbred Bedford , 3160 John A Williams Blvd , Bedford , IN , 47421",38.86775,-86.512944,Thoroughbred Express Auto Wash,,0
"Thoroughbred Crosslanes , 211 New Goff Mountain Rd , Charleston , WV , 25313",38.4112508,-81.7966494,Thoroughbred Express Auto Wash,,0
"Thoroughbred Danville , 925 Hustonville Rd , Danville , KY , 40422",37.6289123,-84.7752492,Thoroughbred Express Auto Wash,,0
"Thoroughbred Glasgow , 707 W Main St , Glasgow , KY , 42141",36.9997286,-85.9211718,Thoroughbred Express Auto Wash,,0
"Thoroughbred Hurricane , 3111 Teays Valley Road , Hurricane , WV , 25526",38.4348488,-82.0135892,Thoroughbred Express Auto Wash,4.70419091421594,1
"Thoroughbred Lawrenceburg , 1026 Bypass N , Lawrenceburg , KY , 40342",38.036633,-84.9116039,Thoroughbred Express Auto Wash,,0
"Thoroughbred Maysville , 245 Wal-Mart Way , Maysville , KY , 41056",38.6235771,-83.7871551,Thoroughbred Express Auto Wash,,0
"Thoroughbred Russellville , 235 Sam Walton Dr , Russellville , KY , 42276",36.8440025,-86.9194453,Thoroughbred Express Auto Wash,,0
"Thoroughbred Seymour , 1550 E Tipton St , Seymour , IN , 47274",38.9578933,-85.8645389,Thoroughbred Express Auto Wash,,0
"Thoroughbred South Point , 45 Co Rd 120 , South Point , OH , 45680",38.4686596,-82.5510469,N/A,,0
"Thoroughbred Teays , 3972 Teays Valley Road , Hurricane , WV , 25526",38.4485111,-81.9427941,Thoroughbred Express Auto Wash,0.84322140861221,1
"Touch & Go CW , 847 Brookway Blvd , Brookhaven , MS , 39601",31.5783449,-90.4635139,Touch & Go Car Wash,,0
"Town Center Auto Wash , 6380 Sashabaw Rd , Clarkston , MI , 48346",42.7322891,-83.3787575,Planet Oil Change & Car Wash Centers of Clarkston,4.76314077479483,1
"Trident Express Carwash , 6530 GA-40 , St. Marys , GA , 31558",30.7766023,-81.6209952,Trident Express Carwash,,0
"TruShine #2 Abingdon , 25017 Western Loop , Abingdon , VA , 24211",36.7140617,-81.9306869,TruShine Car Wash II,,0
"TruShine #3 Johnson City(Boones Creek) , 3033 Boones Creek Rd , Johnson City , TN , 37615",36.3855997,-82.4165509,TruShine Car Wash III,3.81564773650931,1
"TruShine Bristol , 203 Linden Square Dr , Bristol , VA , 24202",36.6289697,-82.1294425,TruShine Car Wash,1.18721665168571,1
"Trushine #4 Kingsport , 2227 Fort Henry Dr , Kingsport , TN , 37664",36.5267711,-82.5206191,TruShine Car Wash IV,2.27194281465995,1
"Trushine #5 Sevierville , 116 Allensville Rd , Sevierville , TN , 37876",35.8772279,-83.5701602,TruShine Car Wash V,0.712424953721991,1
"Trushine #6 Blountville , 1912 TN-394 , Blountville , TN , 37617",36.5238753,-82.318723,TruShine Car Wash VI,,0
"Tsunami La Porte , 821 Pine Lake Ave , La Porte , IN , 46350",41.6282905,-86.7373076,Tsunami Express Car Wash – La Porte,,0
"Tsunami Oak Creek , 140 W Puetz Rd , Oak Creek , WI , 53154",42.8871274,-87.9138393,Tsunami Express Car Wash - Oak Creek,0.341368272018717,1
"Tsunami Portage , 3105 Willowcreek Rd , Portage , IN , 46368",41.562444,-87.182288,Tsunami Express Car Wash – Portage,,0
"Twins Merritt Island , 2240 N Courtenay Pkwy , Merritt Island , FL , 32953",28.39651,-80.704089,Twins Car Wash - Merritt Island,0.711117329393181,1
"ULTIMATE CAR WASH , 1431 Cradduck Rd , Ada , OK , 74820",34.7600894,-96.662661,Jetts Car Wash,,0
"UNIVERSITY , 201 University Ave , Fairbanks , AK , 99709",64.8379411,-147.8114342,Splash & Dash Car Wash Express WEST,,0
"US Car Wash , 845 N Adair St , Cornelius , OR , 97113",45.5203946,-123.061652,US Market Car Wash,,0
"Universe , 9640 Universe Blvd NW , Albuquerque , NM , 87114",35.191141,-106.7261412,Champion Xpress Carwash,3.49300807090657,1
"V EXPRESS CAR WASH , 479 Lexington Rd , Versailles , KY , 40383",38.051423,-84.7161646,V-Express Car Wash,,0
"Varsity Carwash  Duff , 1016 S Duff Ave , Ames , IA , 50010",42.0130274,-93.6099251,Varsity Carwash,0.406545268394276,2
"Varsity Carwash Lincoln , 3705 Lincoln Way , Ames , IA , 50014",42.0232629,-93.6692765,Varsity Carwash,3.18115975566545,2
"Velocity Car Wash , 1607 W Highway 40 , Vernal , UT , 84078",40.4439821,-109.5581948,Velocity Car Wash,,0
"Virginia Car Wash Co. , 4830 Portsmouth Blvd , Chesapeake , VA , 23321",36.8173419,-76.442266,Virginia Car Wash Co.,1.70976488455435,1
"Vortex Car Wash , 150 Jonathans Way , Suffolk , VA , 23434",36.7683141,-76.5833526,Vortex Express Car Wash,,0
"WASHPOINTE AUTO WASH , 1401 N Prince St , Clovis , NM , 88101",34.4124715,-103.1961625,Washpointe Auto Wash,,0
"WASHWORKS EXPRESS , 601 E King Ave , Kingsville , TX , 78363",27.5153746,-97.8615692,WashWorks Kingsville,,0
"WATER GAP CAR WASH , 31 Justice Dr , Hazard , KY , 41701",37.296668,-83.2145406,Watergap Car Wash,,0
"WOW Car Wash , 911 N Broad St , Monroe , GA , 30655",33.8119758,-83.727067,WOW Express Carwash,,0
"WOW Car Wash Winder , 242 N Broad St , Winder , GA , 30680",34.0008593,-83.710324,WOW Express Carwash,4.65801425108355,1
"Warrior Way , 540 Warrior Way , Grand Junction , CO , 81504",39.0836225,-108.4724937,Champion Xpress Carwash,,0
"Wash 37055 , 118 Henslee Dr , Dickson , TN , 37055",36.0741589,-87.3697417,Wash 37055,,0
"Wash 37062 , 2075 Fairview Blvd , Fairview , TN , 37062",35.9812455,-87.1222212,Wash 37062,,0
"Wash Ashore Plymouth , 2304 State Rd , Plymouth , MA , 2360",41.8177664,-70.5506402,Wash Ashore Car Wash,,0
