original_address,competitors_count,competitor_1_distance_miles,competitor_1_google_rating,competitor_1_google_user_rating_count,competitor_2_distance_miles,competitor_2_google_rating,competitor_2_google_user_rating_count,competitor_3_distance_miles,competitor_3_google_rating,competitor_3_google_user_rating_count,competitor_4_distance_miles,competitor_4_google_rating,competitor_4_google_user_rating_count,competitor_5_distance_miles,competitor_5_google_rating,competitor_5_google_user_rating_count,competitor_6_distance_miles,competitor_6_google_rating,competitor_6_google_user_rating_count
"Broad and Lehigh , 2622 N Broad St , Philadelphia , PA , 19132",0,,,,,,,,,,,,,,,,,,
"Broad-Reed , 1400 S Broad St , Philadelphia , PA , 19146",0,,,,,,,,,,,,,,,,,,
"Brookhurst Express Car Wash , 14571 Brookhurst St , Westminster , CA , 92683",0,,,,,,,,,,,,,,,,,,
"Brooksville , 1175 S Broad St , Brooksville , FL , 34601",1,0.440410854084121,4.4,1302,,,,,,,,,,,,,,,
"Bryant - N Reynolds Rd , 2116 N Reynolds Rd , Bryant , AR , 72022",1,0.640831252558797,4.5,1099,,,,,,,,,,,,,,,
"Bubbas Express Car Wash , 1505 E Hammer Ln , Stockton , CA , 95210",1,0.769824884366182,4.3,103,,,,,,,,,,,,,,,
"Bubble Bay , 1015 Main St , Brockton , MA , 2301",1,0.798591785758834,,,,,,,,,,,,,,,,,
"Bubble Down Brandon , 2491 S Falkenburg Rd , Tampa , FL , 33619",2,0.912925309924148,3.9,42,0.939338050581616,4.1,860,,,,,,,,,,,,
"Bubble Down North Tampa , 15305 N Nebraska Ave , Tampa , FL , 33613",0,,,,,,,,,,,,,,,,,,
"Bubble Down Riverview , 10737 Big Bend Rd , Riverview , FL , 33579",1,0.648929546347531,4.4,1016,,,,,,,,,,,,,,,
"Bubble Down Wesley Chapel , 4149 New River Rd , Zephyrhills , FL , 33543",1,0.0431378698659735,4.5,261,,,,,,,,,,,,,,,
"Bubble Tunnel Car Wash , 6135 N Broad St , Philadelphia , PA , 19141",0,,,,,,,,,,,,,,,,,,
"Buena Vista , 2020 Buena Vista Dr SE , Albuquerque , NM , 87106",1,0.0872899549053144,4.5,134,,,,,,,,,,,,,,,
"Buff It #2 , 1699 Stick Ross Mountain Rd , Tahlequah , OK , 74464",0,,,,,,,,,,,,,,,,,,
"Buff It Auto Wash , 1408 E Wade Watts Ave , McAlester , OK , 74501",1,0.561820804653419,4.8,470,,,,,,,,,,,,,,,
"Buggy Bath , 2525 S Virginia St , Reno , NV , 89502",1,0.607977655090632,3.7,710,,,,,,,,,,,,,,,
"Bulldog Car Wash , 2920 Atlanta Hwy , Athens , GA , 30606",1,0.821264429347886,4.7,184,,,,,,,,,,,,,,,
"Burlington , 3155 E Agency St , Burlington , IA , 52601",3,0.186857618880937,3.8,80,0.215888808593853,4.5,4,0.590012246583306,4.4,69,,,,,,,,,
"Busteru0027s Car Wash , 2409 Route 9 , Malta , NY , 12020",1,0.435859450502406,3.6,157,,,,,,,,,,,,,,,
"Bustleton Car Wash , 9915 Bustleton Ave , Philadelphia , PA , 19115",2,0.0226475433660865,4,178,0.858385596342337,,,,,,,,,,,,,,
"CHAGRIN AUTO SPA , 8327 E Washington St , Chagrin Falls , OH , 44023",0,,,,,,,,,,,,,,,,,,
"CLOSTER CAR WASH , 11 Endres St , Closter , NJ , 7624",0,,,,,,,,,,,,,,,,,,
"COLORADO AUTO WASH , 12110 W 64th Ave , Arvada , CO , 80004",2,0.21696408306329,3.3,8,0.225659834914981,2.5,8,,,,,,,,,,,,
"CR210 , 2015 County Rd 210 , Saint Johns , FL , 32259",2,0.46644530873347,4.5,4,0.46687804525368,3.4,44,,,,,,,,,,,,
"Cabot - Willie Ray Dr , 210 Willie Ray Dr , Cabot , AR , 72023",1,0.844451643603491,4,449,,,,,,,,,,,,,,,
"Cadillac Express  Bingle Rd , 2005 Bingle Rd , Houston , TX , 77055",1,0.965069316495037,4.5,954,,,,,,,,,,,,,,,
"Cadillac Express  Post Oak Rd , 12940 S Post Oak Rd , Houston , TX , 77045",0,,,,,,,,,,,,,,,,,,
"Cadillac Express 249 , 13450 Tomball Pkwy , Houston , TX , 77086",5,8.79578140423346E-13,4.2,790,0.464805718183982,4.8,1189,0.500423594589778,,,0.542299971760482,4.9,1494,0.686343017107702,1.8,9,,,
"Cadillac Express Cullen , 9520 Cullen Blvd , Houston , TX , 77051",0,,,,,,,,,,,,,,,,,,
"Cadillac Express Little York , 235 E Little York Rd , Houston , TX , 77076",0,,,,,,,,,,,,,,,,,,
"Cajun Clean , 2240 Denny Ave , Pascagoula , MS , 39567",0,,,,,,,,,,,,,,,,,,
"Cajun Clean Gautier , 2235 US-90 , Gautier , MS , 39553",2,0.0381304678463041,5,1,0.68153551976202,3.9,62,,,,,,,,,,,,
"Calhoun , 460 Hwy 53 , Calhoun , GA , 30701",1,0.52830049791743,3.5,24,,,,,,,,,,,,,,,
"Caliber  Snellville , 3445 Centerville Hwy , Snellville , GA , 30039",0,,,,,,,,,,,,,,,,,,
"Caliber - Smyrna , 1047 Windy Hill Rd SE , Smyrna , GA , 30080",0,,,,,,,,,,,,,,,,,,
"Caliber Fort Walton Beach - Eglin , 162 Eglin Pkwy NE , Fort Walton Beach , FL , 32548",0,,,,,,,,,,,,,,,,,,
"Caliber Inverness , 2001 Hwy 44 W , Inverness , FL , 34453",0,,,,,,,,,,,,,,,,,,
"Canon City , 3110 E Main St , Canon City , CO , 81212",0,,,,,,,,,,,,,,,,,,
"Canton Auto Wash , 45425 Michigan Ave , Canton , MI , 48188",1,0.21079399245211,4.5,122,,,,,,,,,,,,,,,
"Capitol Car Wash , 3125 Airport Rd , Pierre , SD , 57501",0,,,,,,,,,,,,,,,,,,
"Car Wash Cafe , 3050 N University Dr , Sunrise , FL , 33322",2,0.417819844524653,4.4,2187,0.755057548244,3.6,88,,,,,,,,,,,,
"Car Wash Mt Washington , 159 Spring Place Dr , Mount Washington , KY , 40047",2,0.244281535907365,3.9,33,0.707721883784727,3.2,5,,,,,,,,,,,,
"Car Wash Palace , 4600 Coral Ridge Drive , Coral Springs , FL , 33067",0,,,,,,,,,,,,,,,,,,
"Carisma Car Wash , 2407 W Dickinson Blvd , Fort Stockton , TX , 79735",0,,,,,,,,,,,,,,,,,,
"Carlu0027s Wash , 1538 Samu0027s Cir , Chesapeake , VA , 23320",0,,,,,,,,,,,,,,,,,,
"Carmel Car Wash 2 , 5780 Eldorado Pkwy , Frisco , TX , 75034",0,,,,,,,,,,,,,,,,,,
"Carmel Car Wash 3 , 2003 S Goliad St , Rockwall , TX , 75087",2,0.487525350775173,4.4,1803,0.613608334090245,4.1,912,,,,,,,,,,,,
"Carmel Car Wash 4 , 9115 Garland Rd , Dallas , TX , 75218",1,0.96539167601369,4.9,816,,,,,,,,,,,,,,,
"Carmel Mtn Ranch , 11030 Rancho Carmel Dr , San Diego , CA , 92128",3,0.381440834218535,2.7,3,0.698300515975605,2.7,33,0.710085464884343,2.5,2,,,,,,,,,
"Carriage Wash , 3510 W Cactus Road , Phoenix , AZ , 85029",6,0,4.6,65,0.00585984433495329,5,1,0.0150452280540859,5,2,0.927849196145782,4,914,0.931711613644481,3.6,17,0.986609105016092,,
"Carroll Clean Owings Mills , 11260 Dolfield Blvd , Owings Mills , MD , 21117",0,,,,,,,,,,,,,,,,,,
"Cartersville , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",2,0.025245177291124,,,0.926653030463817,3.5,95,,,,,,,,,,,,
"Cartersville , 9 Hillview Ave NE , Cartersville , GA , 30121",3,0.800654633873926,4.9,1348,0.918781094396661,4.7,1220,0.936635167692202,,,,,,,,,,,
"Carusou0027s Car Care , 49567 Hayes Rd , Shelby Township , MI , 48315",3,0.849466618315576,4.6,868,0.930260231009488,3,4,0.955421951396857,4,483,,,,,,,,,
"Castaway Car Wash , 1686 S 8th St , Fernandina Beach , FL , 32034",2,0.566681266656076,3.5,24,0.848264276412442,4.4,133,,,,,,,,,,,,
"Cave Springs , 1125 Cave Springs Blvd , St. Peters , MO , 63376",1,0.328708621668772,2,19,,,,,,,,,,,,,,,
"Cedar Hill , 619 E Belt Line Rd , Cedar Hill , TX , 75104",1,0.413048899380815,4.7,3582,,,,,,,,,,,,,,,
"Cedar Place , 1398 S Wadsworth Blvd , Lakewood , CO , 80232",2,0.0323505386849545,5,2,0.760962760427385,3.7,441,,,,,,,,,,,,
"Cedar Town , 1559 Rome Hwy , Cedartown , GA , 30125",0,,,,,,,,,,,,,,,,,,
"Chamblee , 2764 Chamblee Tucker Rd , Atlanta , GA , 30341",0,,,,,,,,,,,,,,,,,,
"Champion - Old Hickory , 1432 Robinson Rd , Old Hickory , TN , 37138",0,,,,,,,,,,,,,,,,,,
"Champion CW - HENDER , 1159 W Main St , Hendersonville , TN , 37075",3,0.00652478228986165,4.3,200,0.113197948293127,2,3,0.535112747237041,4.7,194,,,,,,,,,
"Champion CW - PLVIEW , 101 Ren Mar Dr , Pleasant View , TN , 37146",1,0.00786535428418786,3.7,3,,,,,,,,,,,,,,,
"Champion Car Wash , 930 Old US Hwy 1 , Southern Pines , NC , 28387",2,0.707150486281873,3.9,199,0.759182893344836,,,,,,,,,,,,,,
"Champions CW , 20118 Stone Oak Parkway , San Antonio , TX , 78258",0,,,,,,,,,,,,,,,,,,
"Champs Car Wash , 775 N Mustang Rd , Tuttle , OK , 73089",0,,,,,,,,,,,,,,,,,,
"Charleeu0027s Car Wash , 6283 Turner Lake Rd NW , Covington , GA , 30014",0,,,,,,,,,,,,,,,,,,
"Chemical Guys Car Wash , 21003 Bloomfield Ave , Lakewood , CA , 90715",1,0.584735958261585,4.4,464,,,,,,,,,,,,,,,
"Chestnut St , 4601 Chestnut St , Philadelphia , PA , 19139",0,,,,,,,,,,,,,,,,,,
"Chickering Road N. Andover , 564 Chickering Rd , North Andover , MA , 1845",0,,,,,,,,,,,,,,,,,,
"Clarksville , 1606 Haynes St , Clarksville , TN , 37043",1,0.102643769133084,4.6,292,,,,,,,,,,,,,,,
"Classic Auto Wash , 289 N Comrie Ave , Johnstown , NY , 12095",0,,,,,,,,,,,,,,,,,,
"Classic Touch Car Wash , 2758 Reynolda Rd , Winston-Salem , NC , 27106",0,,,,,,,,,,,,,,,,,,
"ClassicCarWashRI.com , 1125 Cranston St , Cranston , RI , 2920",3,0.67243093323523,5,1,0.789105086261658,4.9,37,0.807778014913904,4.3,443,,,,,,,,,
"Classie Express Wash , 510 E Broadway , Louisville , KY , 40202",0,,,,,,,,,,,,,,,,,,
"Clean Car Wash , 3975 N Federal Hwy , Boca Raton , FL , 33431",0,,,,,,,,,,,,,,,,,,
"Clean N Shine , 535 W Arapaho Rd , Richardson , TX , 75080",0,,,,,,,,,,,,,,,,,,
"Clean Wave Express Carwash , 11031 Los Alamitos Blvd , Los Alamitos , CA , 90720",1,0.728898860685367,,,,,,,,,,,,,,,,,
"Clean Wheels , 3919 Cheyenne Street , Cheyenne , WY , 82001",2,0.287148583058034,4.4,400,0.350200123307573,3.8,33,,,,,,,,,,,,
"ClearWater - Burleson , 279 NW John Jones Dr , Burleson , TX , 76028",2,0.191994909304013,4.5,176,0.200712763262137,2.8,12,,,,,,,,,,,,
"ClearWater - Cleburne , 809 W Henderson St , Cleburne , TX , 76033",1,0.843034870978934,3.8,33,,,,,,,,,,,,,,,
"ClearWater - Conroe , 610 N Loop 336 W , Conroe , TX , 77301",3,0.133107024921906,3,2,0.147846024382337,,,0.927676909722727,4,3,,,,,,,,,
"ClearWater - Conroe 105 , 14667 Hwy 105 West , Montgomery , TX , 77356",1,0.286230253366188,4.1,101,,,,,,,,,,,,,,,
"ClearWater - Cypress , 14248 Spring Cypress Rd , Cypress , TX , 77429",1,0.336121112617278,3.8,4,,,,,,,,,,,,,,,
"ClearWater - Houston 249 , 6421 West Rd , Houston , TX , 77086",4,0.141541011010539,4.9,1494,0.464805718184147,4.2,790,0.465557796992839,,,0.561685743688568,,,,,,,,
"ClearWater - Katy , 902 Katy Fort Bend Rd , Katy , TX , 77494",5,0.710422358510219,4.8,347,0.916270794013091,3.6,8,0.920856113541881,4.1,210,0.950979471540676,3.5,6,1.00049477146265,2.1,45,,,
"ClearWater - Magnolia , 14206 Farm to Market Rd 1488 , Magnolia , TX , 77354",2,0.263108860081001,3,2,0.649108252060517,4.1,11,,,,,,,,,,,,
"ClearWater - McKinney , 5271 W University Dr , McKinney , TX , 75071",2,0.00676083306363605,,,0.844598935893037,4.6,207,,,,,,,,,,,,
"ClearWater - Tamina , 7424 Farm to Market Rd 1488 , Magnolia , TX , 77354",4,0.125456057557342,2.4,7,0.70987865286616,4.7,1632,0.89610624353418,4.5,629,0.983986199628502,4.3,38,,,,,,
"ClearWater - Terrell , 250 Crossroads Pkwy , Terrell , TX , 75160",1,0.721424278854222,4,112,,,,,,,,,,,,,,,
"ClearWater - Westgreen , 1225 Westgreen Blvd , Katy , TX , 77450",1,0.997210394920919,4,19,,,,,,,,,,,,,,,
"ClearWater - Willis East , 111 Holland St , Willis , TX , 77378",2,0.269707393997934,2,4,0.59822774457683,4.9,288,,,,,,,,,,,,
"ClearWater - Woodforest , 768 Fish Creek Thoroughfare , Montgomery , TX , 77316",1,0.533032907289441,4.9,657,,,,,,,,,,,,,,,
"Clearview Car Wash East Tawas , 1748 US-23 , East Tawas , MI , 48730",0,,,,,,,,,,,,,,,,,,
"Clearview Car Wash Oscoda , 5232 N U.S. 23 , Oscoda , MI , 48750",0,,,,,,,,,,,,,,,,,,
"Clearview Car Wash Ripley , 135 S Ripley St , Alpena , MI , 49707",1,0.927790993158278,4.4,172,,,,,,,,,,,,,,,
"Clearview Car Wash State Street , 105 Mason St , Alpena , MI , 49707",1,0.92417562150659,4.5,238,,,,,,,,,,,,,,,
"Cliffu0027s Car Wash #2 , 3690 Riverdale Rd , Ogden , UT , 84405",1,0.424268584659915,4.5,50,,,,,,,,,,,,,,,
"Cliffu0027s Car Wash , 3536 W 4800 S , Roy , UT , 84067",1,0.0400453203177027,4.2,238,,,,,,,,,,,,,,,
"Cliffu0027s Harrison , 5680 South Harrision Blvd , Ogden , UT , 84403",0,,,,,,,,,,,,,,,,,,
"Coastal Car Wash , 9123 Ocean Hwy , Pawleys Island , SC , 29585",0,,,,,,,,,,,,,,,,,,
"Coastline Express , 4447 Main St , Shallotte , NC , 28470",0,,,,,,,,,,,,,,,,,,
"Collins , 7059 Collins Rd , Jacksonville , FL , 32244",0,,,,,,,,,,,,,,,,,,
"Collins , 7780 Blanding Blvd , Jacksonville , FL , 32244",1,0.615869042341141,,,,,,,,,,,,,,,,,
"Colonial Express , 11021 Colonial Blvd , Fort Myers , FL , 33913",1,0.462779834978216,4,624,,,,,,,,,,,,,,,
"Columbus , 3498 Victory Dr , Columbus , GA , 31903",0,,,,,,,,,,,,,,,,,,
"Complete Auto Detail , 1516 W 5th St , Austin , TX , 78703",0,,,,,,,,,,,,,,,,,,
"Conway - Old Morrilton Hwy , 1505 Old Morrilton Hwy , Conway , AR , 72032",0,,,,,,,,,,,,,,,,,,
"Cool Clean Car Wash , 1255 W Palmetto Park Rd , Boca Raton , FL , 33486",0,,,,,,,,,,,,,,,,,,
"Cool River Express Car Wash , 11287 FM 1464 Rd , Richmond , TX , 77407",0,,,,,,,,,,,,,,,,,,
"Coors , 5401 Sevilla Ave NW , Albuquerque , NM , 87120",0,,,,,,,,,,,,,,,,,,
"Copper Gate , Copper Gate Drive , Middleburg , FL , 32068",1,0.882352938331918,,,,,,,,,,,,,,,,,
"Coral Springs Car Wash , 10610 Wiles Rd , Coral Springs , FL , 33076",0,,,,,,,,,,,,,,,,,,
"Coralville , 800 2nd St , Coralville , IA , 52241",0,,,,,,,,,,,,,,,,,,
"Corinth , 2210 S Harper Rd , Corinth , MS , 38834",3,0.205410283800214,4.7,650,0.206426403932961,,,0.206426403932961,3.9,99,,,,,,,,,
"Costa Verde , 8505 Costa Verde Blvd , San Diego , CA , 92122",0,,,,,,,,,,,,,,,,,,
"Covington , 29 Robbins Rd , Covington , TN , 38019",0,,,,,,,,,,,,,,,,,,
"Cranston Car Wash , 1405 Cranston Rd , Beloit , WI , 53511",1,0.77540881031191,3.7,106,,,,,,,,,,,,,,,
"Crown America , 5450 South St , Lakewood , CA , 90712",2,0.911575937831241,4.1,41,0.964940364042848,4.3,251,,,,,,,,,,,,
"Cruiseru0027s Corner Car Wash , 17405 SW Farmington Rd , Aloha , OR , 97007",0,,,,,,,,,,,,,,,,,,
"Crystal Clean Auto Spa , 75 Old HWY 96 , Bonaire , GA , 31005",0,,,,,,,,,,,,,,,,,,
"DAVID CHEVROLET , 10225 Niagara Falls Blvd , Niagara Falls , NY , 14304",0,,,,,,,,,,,,,,,,,,
"DONu0027S EXPRESS CARWASH , 200 Waldon Rd , Harlan , KY , 40831",0,,,,,,,,,,,,,,,,,,
"Dallas Kwik-Mart , 2384 Memorial Highway , Dallas , PA , 18612",1,0.899946649923936,2.6,67,,,,,,,,,,,,,,,
"Damon , 2930 Damon Ave , San Diego , CA , 92109",2,0.331071222672913,4.5,83,0.97654457621358,4.1,174,,,,,,,,,,,,
"Davieu0027s Auto Spa , 5555 SOUTH UNIVERSITY DR , DAVIE , FL , 33328",0,,,,,,,,,,,,,,,,,,
"Daybreak Market , 19701 Cochran Blvd , Port Charlotte , FL , 33948",3,0.106141558371162,4.9,2036,0.576069784563233,4.4,439,0.670385133394643,4.3,3,,,,,,,,,
"Deep Clean Car Wash , 1220 US-80 , Bloomingdale , GA , 31302",0,,,,,,,,,,,,,,,,,,
"Del Mar Highlands , 12889 El Camino Real , San Diego , CA , 92130",1,0.443844421695167,2.9,50,,,,,,,,,,,,,,,
"Delta , 1201 Valley View Dr , Delta , CO , 81416",0,,,,,,,,,,,,,,,,,,
"Detricks 544 , 2261 Dick Pond Rd , Myrtle Beach , SC , 29575",2,0.543527369447779,4.9,266,0.722978168736555,4.6,405,,,,,,,,,,,,
"Detricks Conway , 2280 Church St , Conway , SC , 29526",0,,,,,,,,,,,,,,,,,,
"Detricks Glenforest , 1036 Glenforest Rd , Myrtle Beach , SC , 29579",2,0.35479612259495,1,5,0.560610306487508,2.4,33,,,,,,,,,,,,
"Diamond Express , 1801 Lander Ave , Turlock , CA , 95380",0,,,,,,,,,,,,,,,,,,
"Dickerson Pike , 3855 Dickerson Pike , Nashville , TN , 37207",1,0.0173041341056769,4.2,105,,,,,,,,,,,,,,,
"Dickson City , 901 Commerce Blvd , Dickson City , PA , 18519",2,0.291003448196008,4.7,108,0.434659811553665,4,174,,,,,,,,,,,,
"Dickys Bluffton , 1930 N Main St , Bluffton , IN , 46714",0,,,,,,,,,,,,,,,,,,
"Dickys Decatur , 1022 S 13th St , Decatur , IN , 46733",1,0.155292708000417,4.1,8,,,,,,,,,,,,,,,
"Dickys Huntington , 2600 Walmart Dr , Huntington , IN , 46750",3,0.0594571923213534,,,0.0723110221404706,,,0.657415843047194,4.3,129,,,,,,,,,
"Dino Dash Dixie , 575 N Dixie Dr , St. George , UT , 84770",2,0.360423506417912,3.9,44,0.770809501252262,4.7,543,,,,,,,,,,,,
"Dino Dash Riverside , 2054 E Riverside Dr , St. George , UT , 84790",1,0.687251858159058,4.7,506,,,,,,,,,,,,,,,
"Dirty Daveu0027s Car Wash , 24410 Sandhill Blvd , Punta Gorda , FL , 33983",0,,,,,,,,,,,,,,,,,,
"Dix Hill Car Wash , 1232 E Jericho Turnpike , Huntington , NY , 11743",0,,,,,,,,,,,,,,,,,,
"Dog House Auto Spa , 731 W Rogers Blvd , Skiatook , OK , 74070",1,0.461709738373069,3.8,147,,,,,,,,,,,,,,,
"Dolphin Auto Spa , 6240 Collier Blvd , Naples , FL , 34114",0,,,,,,,,,,,,,,,,,,
"Dolphin Xpress , 35928 US Hwy 19 N , Palm Harbor , FL , 34684",0,,,,,,,,,,,,,,,,,,
"Douglasville , 9249 GA-5 , Douglasville , GA , 30134",1,0.486030976945154,4.2,524,,,,,,,,,,,,,,,
"Drip Auto Spa , 8955 Indianapolis Blvd , Highland , IN , 46322",1,0.554627435024932,4.5,609,,,,,,,,,,,,,,,
"Drive Thru Express , 590 N Magnolia Ave , Anaheim , CA , 92801",2,0.583497484119376,3.5,28,0.970968507045287,4,156,,,,,,,,,,,,
"Druid Hills , 2024 N Druid Hills Rd NE , Atlanta , GA , 30329",1,0.0239089618799448,,,,,,,,,,,,,,,,,
"Dunn , 1555 Dunn Ave , Jacksonville , FL , 32218",0,,,,,,,,,,,,,,,,,,
"Durango , 780 S Camino Del Rio , Durango , CO , 81301",0,,,,,,,,,,,,,,,,,,
"Durbin , 786 Durbin Pavilion Dr , Saint Johns , FL , 32259",0,,,,,,,,,,,,,,,,,,
"Durham , 3404 N Roxboro St , Durham , NC , 27704",0,,,,,,,,,,,,,,,,,,
"E. Plaza , 2207 E Plaza Blvd , National City , CA , 91950",2,0.23519875698947,,,0.23655808366937,4.5,2128,,,,,,,,,,,,
"ENGLEWOOD CAR WASH , 287 S Indiana Ave , Englewood , FL , 34223",0,,,,,,,,,,,,,,,,,,
"EXPRESS AUTO WASH , 7167 NY-54 , Bath , NY , 14810",0,,,,,,,,,,,,,,,,,,
"EXPRESSWAY 55 , 800 Motor Pkwy , Brentwood , NY , 11717",0,,,,,,,,,,,,,,,,,,
"East Central , 10705 Central Ave NE , Albuquerque , NM , 87123",0,,,,,,,,,,,,,,,,,,
"Eastlake , 13509 Eastlake Blvd , El Paso , TX , 79928",1,0.988920923845084,3.9,240,,,,,,,,,,,,,,,
"Edge Express Cary , 100 Crescent Commons , Cary , NC , 27518",0,,,,,,,,,,,,,,,,,,
"Edge Express Dumfries , 17000 Jefferson Davis Hwy , Dumfries , VA , 22026",1,0.269546993529318,3.7,37,,,,,,,,,,,,,,,
"Edge Express Garner , 4717 NC-42 , Garner , NC , 27529",0,,,,,,,,,,,,,,,,,,
"Edge Express Morrisville , 1004 Morrisville Carpenter Rd , Morrisville , NC , 27560",1,0.297606242862282,3,3,,,,,,,,,,,,,,,
"Edge Express Rock Hill , 2457 Cross Pointe Dr , Rock Hill , SC , 29730",1,0.333215056123233,3,36,,,,,,,,,,,,,,,
"Edge Express Shelby , 925 E Dixon Blvd , Shelby , NC , 28152",2,0.0690145130789311,4.4,155,0.750444421491686,3.9,393,,,,,,,,,,,,
"Edge Express Shelby 2 , 1696 E Dixon Blvd , Shelby , NC , 28152",2,0.00746593749018633,,,0.484632362900824,,,,,,,,,,,,,,
"Edge Express Stafford , 110 Patriot Crossing Drive , Stafford , VA , 22554",0,,,,,,,,,,,,,,,,,,
"Edgewood , 3 NM Hwy 344 , Edgewood , NM , 87015",0,,,,,,,,,,,,,,,,,,
"El Centro , 1351 N Imperial Ave , El Centro , CA , 92243",3,0.487443282665481,4.1,583,0.543434895318784,4.8,879,0.584020564071728,,,,,,,,,,,
"El Paso Alameda , 5509 Alameda Ave , El Paso , TX , 79905",0,,,,,,,,,,,,,,,,,,
"El Paso Gateway , 10644 Gateway N Blvd , El Paso , TX , 79924",0,,,,,,,,,,,,,,,,,,
"Elks Edge , 547 CC Camp Rd , Elkin , NC , 28621",0,,,,,,,,,,,,,,,,,,
"Emerson , 3120 Emerson St , Jacksonville , FL , 32207",1,0.581483592766357,4.4,644,,,,,,,,,,,,,,,
"Encinitas Car Wash , 293 N El Camino Real , Encinitas , CA , 92024",1,0.944987244644503,2.8,17,,,,,,,,,,,,,,,
"Escondido , 862 N Broadway , Escondido , CA , 92025",1,0.462251263232362,4.5,1308,,,,,,,,,,,,,,,
"Espanola , 1319 N Riverside Dr , Espanola , NM , 87532",3,0.141469044410594,4,8,0.154147024966094,3.6,73,0.778137775133121,4,72,,,,,,,,,
"Evanston Car Wash , 2416 Dempster St , Evanston , IL , 60202",2,0.590129375621227,4.1,478,0.948360058352422,3.5,323,,,,,,,,,,,,
"Evergreen Car Wash , 3303 San Felipe Rd , San Jose , CA , 95135",1,0.069423223470022,3.7,3,,,,,,,,,,,,,,,
"Express Auto Wash  Coquitlam , 1035 Lougheed Hwy. , Coquitlam , BC , V3K 6N5",2,0.328843705306143,3.9,1544,0.863057329866212,4.7,3,,,,,,,,,,,,
"Express Auto Wash Surrey , 2337 King George Blvd , Surrey , BC , V4A 5A4",1,0.0851168902139062,,,,,,,,,,,,,,,,,
"Express Car Wash Dalby , 6653 Dalby Dr , Colorado Springs , CO , 80923",2,0.834246820237724,4.1,279,0.943638756784449,3.9,834,,,,,,,,,,,,
"Express Car Wash Fillmore , 301 E Fillmore St , Colorado Springs , CO , 80907",0,,,,,,,,,,,,,,,,,,
"Express Car Wash Republic , 1378 Republic Dr , Colorado Springs , CO , 80921",4,0.259907876158834,3.5,8,0.266198805599508,2.3,4,0.27213643375105,2.8,14,0.41980092152414,4.5,402,,,,,,
"Express On Vaughn , 6870 Vaughn Rd , Montgomery , AL , 36116",0,,,,,,,,,,,,,,,,,,
"Express Pro Carwash Auburn , 44 Auburn Run Ln , Auburn , GA , 30011",1,0.287787890603939,2.3,7,,,,,,,,,,,,,,,
"Express Tunnel Carwash , 63 Durham St , Bathurst , NSW , 2795",1,0.373041303478939,4.4,168,,,,,,,,,,,,,,,
"Express Wash Central , 445 Florida Central Pkwy , Longwood , FL , 32750",2,0.244343480054849,1.8,5,0.255694997861027,3.4,170,,,,,,,,,,,,
"Express Wash Kissimmee , 1095 Amber Pointe Blvd , Kissimmee , FL , 34744",1,0.137329424301713,4.9,761,,,,,,,,,,,,,,,
"Express Wash Lakeland , 5430 Florida Ave S , Lakeland , FL , 33813",3,0.500261355295141,3.5,996,0.748824492278863,2.9,38,0.749061707113487,4,795,,,,,,,,,
"Extreme Express , 655 W San Carlos St , San Jose , CA , 95126",2,0.537348636156637,,,0.73087433836714,4.1,527,,,,,,,,,,,,
"FASTLANE EXPRESS CAR WASH , 924 E 30th Ave , Hutchinson , KS , 67502",1,0.335535766036432,3.4,38,,,,,,,,,,,,,,,
"FLAVO_N.Hwy27 , 1101 US-27 , Avon Park , FL , 33825",1,0.0902303440760678,5,127,,,,,,,,,,,,,,,
"FLKIS_W.IrloBronson , 9190 W Irlo Bronson Memorial Hwy , Kissimmee , FL , 34747",1,0.010254694312533,4.5,425,,,,,,,,,,,,,,,
"FLLAK_Hwy27 , 23461 US-27 , Lake Wales , FL , 33859",1,0.0160452826351385,4.6,520,,,,,,,,,,,,,,,
"FLORL_Narcoossee , 14418 Narcoossee Rd , Orlando , FL , 32832",1,0.00101286007418032,4.5,873,,,,,,,,,,,,,,,
"FLOVI_Alafaya , 2971 Alafaya Trail , Oviedo , FL , 32765",1,0.0364006432673599,,,,,,,,,,,,,,,,,
"FLWIN_W.Colonial , 14580 W Colonial Dr , Winter Garden , FL , 34787",1,0.00425878497650487,4.7,620,,,,,,,,,,,,,,,
"Fairborn Car Wash , 1052 Kauffman Ave , Fairborn , OH , 45324",1,0.444672704748619,4.1,78,,,,,,,,,,,,,,,
"Fairhope , 20310 AL-181 , Fairhope , AL , 36532",0,,,,,,,,,,,,,,,,,,
"Falcon , 10150 Walker St , Lenexa , KS , 66220",0,,,,,,,,,,,,,,,,,,
"Fast Lap Car Wash , 3830 N 51st Ave , Phoenix , AZ , 85031",2,0.367706828264617,4.2,221,0.889738761955899,3.4,310,,,,,,,,,,,,
"Fast N Furious , 2804 Ring Rd , Elizabethtown , KY , 42701",2,0.380783014749434,3.7,39,0.97111971875905,4.4,1206,,,,,,,,,,,,
"Fast Pass Car Wash , 638 North H Street , Lompoc , CA , 93436",1,0.160037280864418,3.9,70,,,,,,,,,,,,,,,
"Fast Trac , 550 Maxham Rd , Austell , GA , 30168",1,0.763000714980635,4.7,728,,,,,,,,,,,,,,,
