original_address,competitors_count,competitor_1_distance_miles,competitor_1_google_rating,competitor_1_google_user_rating_count,competitor_2_distance_miles,competitor_2_google_rating,competitor_2_google_user_rating_count,competitor_3_distance_miles,competitor_3_google_rating,competitor_3_google_user_rating_count,competitor_4_distance_miles,competitor_4_google_rating,competitor_4_google_user_rating_count,competitor_5_distance_miles,competitor_5_google_rating,competitor_5_google_user_rating_count,competitor_6_distance_miles,competitor_6_google_rating,competitor_6_google_user_rating_count
"Fenton , 3709 Owen Rd , Fenton , MI , 48430",3,0.106403674950313,3.9,322,0.165933455368645,1,1,0.238027651264294,4.6,76,,,,,,,,,
"Fernandina Beach , 474339 SR 200 , Fernandina Beach , FL , 32034",0,,,,,,,,,,,,,,,,,,
"Fine N Shine , 1304 TX-121 , Bonham , TX , 75418",2,0.410523922995745,3.6,20,0.738723816709997,4.1,111,,,,,,,,,,,,
"Firehose Car Wash , 1269 E 17th St , Idaho Falls , ID , 83404",1,0.830994642322371,4,174,,,,,,,,,,,,,,,
"Five Star Boone , 1200 Blowing Rock Rd , Boone , NC , 28607",1,0.0799894571950343,4.4,354,,,,,,,,,,,,,,,
"Five Star Gate City , 3803 W Gate City Blvd , Greensboro , NC , 27407",1,0.542447096738536,3.6,478,,,,,,,,,,,,,,,
"Five Star Statesville , 117 Turnersburg Hwy , Statesville , NC , 28625",0,,,,,,,,,,,,,,,,,,
"Flawless Auto Bath Inc , 380 PORT RICHMOND AVE , STATEN ISLAND , NY , 10302",2,0.49116902123557,3.9,160,0.978596389695268,3.8,59,,,,,,,,,,,,
"Fleming Island , 1725 Eagle Harbor Pkwy , Fleming Island , FL , 32003",0,,,,,,,,,,,,,,,,,,
"Flex Wash , 1285 U.S. 31 N , Petoskey , MI , 49770",1,0.255020515692998,4.3,472,,,,,,,,,,,,,,,
"Florence , 2339 David H McLeod Blvd , Florence , SC , 29501",6,0.299186742810737,1,2,0.458236165238312,4.4,944,0.477224899107698,5,1,0.665930339106521,4.3,45,0.67352194907232,,,0.935680426386041,3.8,10
"Floris Car Wash , 3893 McCoy Rd , Orlando , FL , 32812",0,,,,,,,,,,,,,,,,,,
"Floris Car Wash Econ , 1754 N Econlockhatchee Trail , Orlando , FL , 32825",0,,,,,,,,,,,,,,,,,,
"FoamWorks Brunswick , 5200 Altama Ave , Brunswick , GA , 31525",2,0.56062227832677,3.7,24,0.567551344005202,2.8,43,,,,,,,,,,,,
"FoamWorks Cordele , 1305 16th Ave E , Cordele , GA , 31015",3,0.884946027426042,4.1,29,0.971987251431173,,,0.983305312593657,4.3,579,,,,,,,,,
"FoamWorks Hartley Bridge , 4701 Hartley Bridge Rd , Macon , GA , 31216",0,,,,,,,,,,,,,,,,,,
"FoamWorks Lithia Springs , 369 Westfork Ct , Lithia Springs , GA , 30122",1,0.763000714980635,4.5,221,,,,,,,,,,,,,,,
"FoamWorks Riverside , 4780 Riverside Dr. , Macon , GA , 31201",0,,,,,,,,,,,,,,,,,,
"FoamWorks Thomaston , 5551 Thomaston Rd. , Macon , GA , 31220",2,0.224445895856868,,,0.252103958608136,3.5,2,,,,,,,,,,,,
"FoamWorks Vidalia , 203 Rigsbee Dr , Vidalia , GA , 30474",1,0.0984364556028751,4.5,133,,,,,,,,,,,,,,,
"Foothills Car Wash , 5010 E Ray Rd , Phoenix , AZ , 85044",0,,,,,,,,,,,,,,,,,,
"Ford CarWash , 25535 Ford Rd , Dearborn Heights , MI , 48127",2,0.0689058069867247,4.3,100,0.905279232388485,5,198,,,,,,,,,,,,
"Forest City , 157 Plaza Dr , Forest City , NC , 28043",1,0.368641249549831,4.6,309,,,,,,,,,,,,,,,
"Fort Lauderdale , 1075 W Sunrise Blvd , Fort Lauderdale , FL , 33311",0,,,,,,,,,,,,,,,,,,
"Fort Smith - Highway 71 , 12114 US-71 , Fort Smith , AR , 72916",0,,,,,,,,,,,,,,,,,,
"Fort Smith - Massard Rd , 5800 Massard Rd , Fort Smith , AR , 72903",0,,,,,,,,,,,,,,,,,,
"Frankieu0027s Car Wash Gilbert , 615 W Ray Rd , Gilbert , AZ , 85233",0,,,,,,,,,,,,,,,,,,
"Fresh Wash - Braselton , Exchange Way , Braselton , GA , 30517",1,0.00387804633509339,4.2,10,,,,,,,,,,,,,,,
"Fresh Wash - Gainesville , 1051 E E Butler Pkwy , Gainesville , GA , 30501",0,,,,,,,,,,,,,,,,,,
"Ft Lauderdale , 1080 NW 31st Ave , Fort Lauderdale , FL , 33311",0,,,,,,,,,,,,,,,,,,
"Ft Walton -Beal , 794 Beal Pkwy NW , Fort Walton Beach , FL , 32547",1,0.637545931819046,4.4,93,,,,,,,,,,,,,,,
"Ft. Lupton , 120 Copper Pl. , Fort Lupton , CO , 80621",0,,,,,,,,,,,,,,,,,,
"Fullerton Car Wash , 800 N Harbor Blvd , Fullerton , CA , 92832",0,,,,,,,,,,,,,,,,,,
"Fusion Express CarWash , 760 Benetook Ave , Mildura , VIC , 3500",1,0.776086705869527,4.7,3,,,,,,,,,,,,,,,
"GAWOO_Eagle , 2907 Eagle Dr , Woodstock , GA , 30189",0,,,,,,,,,,,,,,,,,,
"Galesburg , 334 E Carl Sandburg Dr , Galesburg , IL , 61401",1,0.982724923518437,4.8,143,,,,,,,,,,,,,,,
"Gallo Car Wash , 3020 NW 13th St , Gainesville , FL , 32609",0,,,,,,,,,,,,,,,,,,
"Gallup 49 , 1060 US-491 , Gallup , NM , 87301",2,0.00661290745861616,5,1,0.225370933024029,3.9,9,,,,,,,,,,,,
"Gallup 66 , 1300 E Historic Hwy 66 , Gallup , NM , 87301",0,,,,,,,,,,,,,,,,,,
"Gardendale , 420 Fieldstown Rd , Gardendale , AL , 35071",2,0.146821412796286,,,0.24437989196354,4.9,2509,,,,,,,,,,,,
"Georgetown , 20945 N Dupont Blvd , Georgetown , DE , 19947",2,0.25719108991501,4.1,46,0.575676725964131,4,88,,,,,,,,,,,,
"Glacier Express 24th St , 90 24th St W , Billings , MT , 59102",2,0.172908772170914,3.1,14,0.881399196730309,,,,,,,,,,,,,,
"Glacier Express King Ave , 1832 King Ave W , Billings , MT , 59102",1,0.721115885344644,,,,,,,,,,,,,,,,,
"Gloss Car Wash , 5712 Lawrenceville Hwy , Lilburn , GA , 30047",1,0.751594221655824,4.1,80,,,,,,,,,,,,,,,
"Go Clean Car Wash , 2315 Capital Cir NE , Tallahassee , FL , 32308",2,0.0282730310868222,3.8,54,0.74211147875333,4.7,737,,,,,,,,,,,,
"Go Clean Car Wash Eufaula , 1 Veteran Blvd , Eufaula , AL , 36027",0,,,,,,,,,,,,,,,,,,
"Go Clean Mobile City , 6658 Mobile Hwy , Pensacola , FL , 32526",0,,,,,,,,,,,,,,,,,,
"Go Clean Monroe , 3218 N Monroe St , Tallahassee , FL , 32303",0,,,,,,,,,,,,,,,,,,
"Go Clean Pensacola , 8897 Pensacola Blvd , Pensacola , FL , 32534",2,0.0241156136644284,4.3,13,0.767632533650267,4,435,,,,,,,,,,,,
"Go Green N Clean , 196 Onix Dr , Kennett Square , PA , 19348",0,,,,,,,,,,,,,,,,,,
"Googie Anaheim , 1250 N Euclid St , Anaheim , CA , 92801",3,0.034371222211254,4,139,0.977366347380857,4.5,1512,0.98957347133172,3.7,103,,,,,,,,,
"Googie Whittier , 8016 Santa Fe Springs Rd. , Whittier , CA , 90602",3,0.437932212841956,4.6,120,0.919653870323543,3.7,3,0.934000150254094,4,98,,,,,,,,,
"Grand Prix CW , 3080 San Pablo Dam Rd , San Pablo , CA , 94803",0,,,,,,,,,,,,,,,,,,
"Grand Prix Express , 4069 San Pablo Dam Rd , El Sobrante , CA , 94803",1,4.39515090988607E-13,3.9,106,,,,,,,,,,,,,,,
"Granite Falls , Riverbend Club Point , Granite Falls , NC , 28630",0,,,,,,,,,,,,,,,,,,
"Grease Monkey 1116 , 5505 Bob Bullock Loop , Laredo , TX , 78041",0,,,,,,,,,,,,,,,,,,
"Great North Auto Wash , 2701 N Lincoln Rd , Escanaba , MI , 49829",0,,,,,,,,,,,,,,,,,,
"Green Ocean Car Wash , 187 Teaticket Hwy , Falmouth , MA , 2536",0,,,,,,,,,,,,,,,,,,
"Greenbrier - S Broadview St , 98 S Broadview St , Greenbrier , AR , 72058",1,0.601832812821087,4.8,161,,,,,,,,,,,,,,,
"Greenway Auto Wash , 3900 Owen Rd , Fenton , MI , 48430",3,0.106403674950313,4.6,290,0.239122100415971,1,1,0.250308807332032,4.6,76,,,,,,,,,
"Grime Scene , 513 TX-114 , Levelland , TX , 79336",1,0.630569422546461,1,1,,,,,,,,,,,,,,,
"Gwatzilla Car Wash , 1701 T P White Dr , Jacksonville , AR , 72076",0,,,,,,,,,,,,,,,,,,
"H2GLO CAR WASH , 1905 Electric Rd , Cave Spring , VA , 24018",0,,,,,,,,,,,,,,,,,,
"H2O AUTO SPA , 2545 HYLAN BLVD , STATEN ISLAND , NY , 10306",2,0.858482491203386,3.8,377,0.950736077003125,4.1,290,,,,,,,,,,,,
"HAMPTON AUTO WASH , 296 W Montauk Hwy , Hampton Bays , NY , 11946",0,,,,,,,,,,,,,,,,,,
"HIPPO CAR WASH , 510 W Bosanko Ave , Coeur du0027Alene , ID , 83815",4,0.0530347184441807,,,0.247885174404531,3.3,40,0.423929506020032,4.5,1595,0.707663781756897,4.4,612,,,,,,
"HONDA WORLD , 1 Swope Autocenter Dr , Louisville , KY , 40299",2,0.687541750188711,4,271,0.769902224162411,4.5,134,,,,,,,,,,,,
"Hall of Fame Carwash , Gateway Blvd , Leland , NC , 28451",1,0.446138796903038,4.6,951,,,,,,,,,,,,,,,
"Hampstead , 38 Dan Owen Dr , Hampstead , NC , 28443",0,,,,,,,,,,,,,,,,,,
"Happy Car Wash , 3690 Murphy Canyon Rd , San Diego , CA , 92123",0,,,,,,,,,,,,,,,,,,
"Happy Car Wash Albany , 527 NW North Albany Rd , Albany , OR , 97321",0,,,,,,,,,,,,,,,,,,
"Harper , 381 Harper Ln , Saint Johns , FL , 32259",0,,,,,,,,,,,,,,,,,,
"Haverhill Street Lawrence , 469 Haverhill St , Lawrence , MA , 1841",3,0.222444364192509,5,5,0.998777563641681,4.1,114,0.998792625207017,1,1,,,,,,,,,
"Hercules/Elite Care Auto , 1401 Lexington Ave , Mansfield , OH , 44907",1,0,4.5,311,,,,,,,,,,,,,,,
"Hernando , 2660 McIngvale Rd , Hernando , MS , 38632",2,0.408943825167329,4.6,768,0.797028456646041,,,,,,,,,,,,,,
"Heroes Car Wash Asheville , 2000 Hendersonville Rd , Asheville , NC , 28803",3,0.848195655020833,2.8,4,0.868233377498517,2.8,25,0.95706980382838,3.3,12,,,,,,,,,
"Heroes Car Wash Taylors 2900 , 2900 Wade Hampton Blvd , Taylors , SC , 29687",0,,,,,,,,,,,,,,,,,,
"Heroes Cary , 1370 NW Maynard Rd , Cary , NC , 27513",0,,,,,,,,,,,,,,,,,,
"Heroes Express 6050 , 6050 Wade Hampton Blvd , Taylors , SC , 29687",2,0.00410680503255132,4.8,465,0.366422055888206,4.7,168,,,,,,,,,,,,
"Heroes Express Pleasantburg , 3107 N Pleasantburg Dr , Greenville , SC , 29609",0,,,,,,,,,,,,,,,,,,
"Heroes Express Salisbury , 1420 E Innes St , Salisbury , NC , 28146",2,0.115616346085657,3.4,71,0.567315079846012,4.3,456,,,,,,,,,,,,
"Heroes Express Woodruff , 1405 Woodruff Rd , Greenville , SC , 29607",3,0.0882162518620671,4.3,488,0.370820240256115,3.3,322,0.708845726816758,4.2,219,,,,,,,,,
"Hitech CP , 1675 Ave Victor M Labiosa , San Juan , FL , 926",0,,,,,,,,,,,,,,,,,,
"Homestead , 33513 S Dixie Hwy , Homestead , FL , 33034",1,0.587323148051208,,,,,,,,,,,,,,,,,
"Horn Lake , 1690 Goodman Rd , Horn Lake , MS , 38637",1,0.873960308608307,4.3,78,,,,,,,,,,,,,,,
"Howell 2 , 4550 E Grand River Ave , Howell , MI , 48843",0,,,,,,,,,,,,,,,,,,
"Huntsville , 1020 Pear Drive , Huntsville , TX , 77320",2,0.443297660245961,3.8,19,0.975557254345979,4.7,1378,,,,,,,,,,,,
"Huntsville , 1624 Old Monrovia Rd NW , Huntsville , AL , 35806",1,0.774421065775521,4.4,1722,,,,,,,,,,,,,,,
"Huzzyu0027s Car Wash , 24005 Telegraph Rd , Flat Rock , MI , 48134",0,,,,,,,,,,,,,,,,,,
"I-91 Express Wash , 168 Bridge St , East Windsor , CT , 6088",1,0.834284619280611,4.5,51,,,,,,,,,,,,,,,
"IKO Car Wash , 4450 S Pine Island Rd , Davie , FL , 33328",0,,,,,,,,,,,,,,,,,,
"Imperial Car Wash , 8795 Little Rd , New Port Richey , FL , 34654",1,0.34013368756774,4.7,292,,,,,,,,,,,,,,,
"In and Out , 1430 N U.S. Hwy 41 , Ruskin , FL , 33570",0,,,,,,,,,,,,,,,,,,
"In-N-Out Car Wash , 12883 US-68 , Kenton , OH , 43326",0,,,,,,,,,,,,,,,,,,
"Indian Harbour , 600 E Eau Gallie Blvd , Indian Harbour , FL , 32937",0,,,,,,,,,,,,,,,,,,
"Indianola , 1807 N Jefferson Way , Indianola , IA , 50125",3,0.159793332612096,2.8,12,0.779993645236677,1,1,0.796328900590754,3.7,221,,,,,,,,,
"International Auto Spa , 4975 Clark Rd , Sarasota , FL , 34233",1,0.695633188048198,4.2,25,,,,,,,,,,,,,,,
"International Golf , 100 Vlg Cmns Dr , St. Augustine , FL , 32092",0,,,,,,,,,,,,,,,,,,
"Intracoastal Car Wash , 2966 St Stephens Rd , Mobile , AL , 36612",0,,,,,,,,,,,,,,,,,,
"Irvine , 4550 Barranca Pkwy , Irvine , CA , 92604",3,0.0181388970472047,4,126,0.678889185148468,3.6,682,0.884507365879542,3.5,114,,,,,,,,,
"JC AUTO WASH , 701 S Dewey St , North Platte , NE , 69101",1,0.466045561845281,4.4,375,,,,,,,,,,,,,,,
"JJ Express Car Wash , 2185 US-70 , Thatcher , AZ , 85552",0,,,,,,,,,,,,,,,,,,
"JJu0027s Car Wash Dickinson , 404 FM 517 W , Dickinson , TX , 77539",4,0.153578129656254,,,0.420142851262893,2.3,4,0.433192096844186,,,0.606494424559517,,,,,,,,
"JJu0027s Car Wash Friendswood , 2221 W Parkwood Ave , Friendswood , TX , 77546",0,,,,,,,,,,,,,,,,,,
"JJu0027s Car Wash League City , 121 Maple Leaf Dr , League City , TX , 77573",0,,,,,,,,,,,,,,,,,,
"Jallo - Land O Lakes , 15474 State Rd 52 , Land Ou0027 Lakes , FL , 34638",1,0.71648882429637,1,8,,,,,,,,,,,,,,,
"Jallo - Tarpon Springs , 38652 US Hwy 19 N , Tarpon Springs , FL , 34689",0,,,,,,,,,,,,,,,,,,
"Jammin Car Wash , 21356 Walmart Way , Lutz , FL , 33548",0,,,,,,,,,,,,,,,,,,
"Jet Express Carwash , 1501 S Main St , Blacksburg , VA , 24060",0,,,,,,,,,,,,,,,,,,
"Jet Express Franklin , 1121 Georgia Rd , Franklin , NC , 28734",1,0.312799001589734,4,70,,,,,,,,,,,,,,,
"Jets Car Wash II , 9489 Sheridan St , Hollywood , FL , 33024",0,,,,,,,,,,,,,,,,,,
"Jim Wood Washland , 1925 Silver City Hwy NW , Deming , NM , 88030",0,,,,,,,,,,,,,,,,,,
"Jimmy Suds Car Wash , 935 S Kipling Pkwy , Lakewood , CO , 80226",0,,,,,,,,,,,,,,,,,,
"Joeu0027s Premium Car Wash , 1905 E Robertson Blvd , Chowchilla , CA , 93610",0,,,,,,,,,,,,,,,,,,
"Johnu0027s Auto Spa Mishawaka , 2315 Grape Rd , Mishawaka , IN , 46545",0,,,,,,,,,,,,,,,,,,
"Johnu0027s Auto Spa Nappanee , 2000 E. Market St , Nappanee , IN , 46550",0,,,,,,,,,,,,,,,,,,
"Jones , 5730 S Jones Blvd , Las Vegas , NV , 89118",2,0.899217123001853,5,2,0.953353829746631,5,2,,,,,,,,,,,,
"Juan Tabo , 1520 Juan Tabo Blvd NE , Albuquerque , NM , 87112",2,0.693652597341609,,,0.999146827714907,3.9,32,,,,,,,,,,,,
"Jules Car Wash Brandon , 654 W Brandon Blvd , Brandon , FL , 33511",1,0.232580092799534,3.4,717,,,,,,,,,,,,,,,
"Jules Car Wash Fish Hawk , 16529 Fishhawk Blvd , Lithia , FL , 33547",1,0.502320699981063,3.4,126,,,,,,,,,,,,,,,
"Jules Car Wash Riverview , 10060 US-301 , Riverview , FL , 33569",2,0.819368127566987,5,1,0.819378408065513,3.9,671,,,,,,,,,,,,
"Jungerman , 4001 Old Hwy 94 S , St. Peters , MO , 63304",1,0.762998686894054,4.2,120,,,,,,,,,,,,,,,
"Jupiter Galaxy Car Wash , 6751 W Indiantown Rd , Jupiter , FL , 33458",0,,,,,,,,,,,,,,,,,,
"KUHNSVILLE CAR WASH , 5627 Tilghman St , Allentown , PA , 18104",0,,,,,,,,,,,,,,,,,,
"KWIK CAR WASH , 4000 Catnip Hill Rd , Nicholasville , KY , 40356",1,0.0325088022050571,4.6,8,,,,,,,,,,,,,,,
"KYLOU_CaneRun , 4860 Cane Run Rd , Louisville , KY , 40216",0,,,,,,,,,,,,,,,,,,
"KYWIN_Codella , 160 Codella Dr , Winchester , KY , 40391",1,0.38057118229007,4.7,180,,,,,,,,,,,,,,,
"Kennesaw , 1585 Crater Lake Dr , Kennesaw , GA , 30152",3,0.355549087053591,4.9,240,0.440402112893462,4.5,85,0.677931622422736,4,381,,,,,,,,,
"Kernan , 11991 Atlantic Blvd , Jacksonville , FL , 32225",1,0.998586672326714,3.1,9,,,,,,,,,,,,,,,
"Kind Car Wash , 3106 N National Rd , Columbus , IN , 47201",1,0.240944148997645,3.9,239,,,,,,,,,,,,,,,
"King Street Littleton , 25 King St , Littleton , MA , 1460",0,,,,,,,,,,,,,,,,,,
"Kingu0027s Car Wash , 1116 W Corbett Ave , Swansboro , NC , 28584",1,0.00908715476080865,1,1,,,,,,,,,,,,,,,
"Kiwi Car Wash Vero , 4915 20th St , Vero Beach , FL , 32966",0,,,,,,,,,,,,,,,,,,
"Klemm Express , 4 Mall Road , Salem , NH , 3079",0,,,,,,,,,,,,,,,,,,
"Klemm Express Inbay , 4 Mall Road , Salem , NH , 3079",0,,,,,,,,,,,,,,,,,,
"Koala Car Wash , 1560 Lexington Rd , Athens , GA , 30605",0,,,,,,,,,,,,,,,,,,
"LA Xpress Car Wash , 444 North Franklin Street , Lancaster , PA , 17602",0,,,,,,,,,,,,,,,,,,
"LEXINGTON AUTO SPA , 1124 Winchester Rd , Lexington , KY , 40505",0,,,,,,,,,,,,,,,,,,
"LINDSTROM CAR WASH , 3003 E Indian School Rd , Phoenix , AZ , 85016",1,0.175768934148592,4.5,687,,,,,,,,,,,,,,,
"LOUISVILLE , 1670 Alliant Ave , Louisville , KY , 40299",0,,,,,,,,,,,,,,,,,,
"Lafayette , 2142 N Main St , LaFayette , GA , 30728",1,0.251751163613203,2.3,3,,,,,,,,,,,,,,,
"Lake Charles Toyota , 3905 Gerstner Memorial Dr , Lake Charles , LA , 70607",1,0.797174910703294,4.5,101,,,,,,,,,,,,,,,
"Lake Effect , 145 George St , Oswego , NY , 13126",2,0.00912164000219186,4.7,3,0.194783751690231,4.8,408,,,,,,,,,,,,
"Lake Havasu Express , 108 N Lake Havasu Ave , Lake Havasu City , AZ , 86403",0,,,,,,,,,,,,,,,,,,
"Lake Mead , 505 W Lake Mead Pkwy , Henderson , NV , 89015",4,0.502488029819615,4.7,204,0.647997165520362,4.5,53,0.880920983013542,,,0.90391300727317,,,,,,,,
"Lake Wales , 2043 State Road 60 E , Lake Wales , FL , 33859",0,,,,,,,,,,,,,,,,,,
"Lakes Edge , 7916 Bradley Long Dr , Sherrills Ford , NC , 28673",1,0.180471285530929,2.3,3,,,,,,,,,,,,,,,
"Lakeside Auto Wash , 617 N Mitchell St , Cadillac , MI , 49601",1,0.4346968846205,3.9,147,,,,,,,,,,,,,,,
"Lancaster Car Wash , 6025 Lancaster Ave , Philadelphia , PA , 19151",0,,,,,,,,,,,,,,,,,,
"Las Vegas , 2608 7th St #Nm-518 , Las Vegas , NM , 87701",0,,,,,,,,,,,,,,,,,,
"Lathrop Arco Car Wash , 2050 Crestwood Ave , Manteca , CA , 95336",1,0.735385694114673,4.2,476,,,,,,,,,,,,,,,
"Launch Car Wash #2 , 6510 E 71st St , Tulsa , OK , 74133",2,0.884296962723058,4,54,0.952259625194809,4.2,506,,,,,,,,,,,,
"Launch Car Wash , 7919 E 101 St , Tulsa , OK , 74133",1,0.892918478861807,2.5,2,,,,,,,,,,,,,,,
"Legacy Express Wash , 2583 E 5th Ave , Columbus , NE , 68601",1,0.211032354215976,1,1,,,,,,,,,,,,,,,
"Lightning Express Car Wash , 100 W Whittier Blvd , La Habra , CA , 90631",0,,,,,,,,,,,,,,,,,,
"Lightning Fast , 2045 W Oaklawn Rd , Pleasanton , TX , 78064",1,0.181897826169544,4.2,159,,,,,,,,,,,,,,,
"Liquid Sunshine , 4132 Southside Blvd , Jacksonville , FL , 32256",1,0.00747040257200884,3.3,22,,,,,,,,,,,,,,,
"Little Rock - Geyer Springs Rd , 9020 Geyer Springs Rd , Little Rock , AR , 72209",0,,,,,,,,,,,,,,,,,,
"Local Car Wash , 331 W Loudon St , Chambersburg , PA , 17201",4,0.00527220511555791,5,2,0.288544829432793,3.8,10,0.700020114069333,3.1,8,0.715743323834355,2,1,,,,,,
"Lomas , 5101 Lomas Blvd NE , Albuquerque , NM , 87110",2,0.74701778206507,3.8,955,0.938649740396497,4.2,517,,,,,,,,,,,,
"Lonestar Suds 34th , 3602 Milwaukee Ave , Lubbock , TX , 79407",1,0.150929562010038,,,,,,,,,,,,,,,,,
"Lonestar Suds Express Car Wash 2 , 12606 Indiana Ave , Lubbock , TX , 79423",1,0.334663101942027,4.3,8,,,,,,,,,,,,,,,
"Long Street , 1315 Long St , Charlottesville , VA , 22901",3,0.383003662206406,,,0.389633357066818,3.8,342,0.398651065674154,,,,,,,,,,,
"Los Lunas , 250 Main Street NE , Los Lunas , NM , 87031",0,,,,,,,,,,,,,,,,,,
"Loveland CO , 125 Knobcone Dr , Loveland , CO , 80538",0,,,,,,,,,,,,,,,,,,
"Lowell Road Hudson , 215 Lowell Rd , Hudson , NH , 3051",0,,,,,,,,,,,,,,,,,,
"MEGA CAR WASH , 7170 N Pecos St , Denver , CO , 80221",2,0.0680121004116045,4.6,433,0.474510886758345,4.2,63,,,,,,,,,,,,
"MENDHAM CAR WASH , 104 E Main St , Mendham , NJ , 7945",0,,,,,,,,,,,,,,,,,,
"MONKEY SHINE , 2518 Bob Bullock Loop , Laredo , TX , 78045",2,0.207666666201509,4.8,536,0.559474516856448,4,2,,,,,,,,,,,,
"MR. SUDS HANDWASH , 80 Old Shore Rd , Port Washington , NY , 11050",0,,,,,,,,,,,,,,,,,,
"MURRAY AUTO SPA , 1530 HWY 121 N BYPASS , MURRAY , KY , 42071",0,,,,,,,,,,,,,,,,,,
"MZX SUPERIOR CAR WASH u0026 LUBE , 5614 Hwy 6 N , Houston , TX , 77084",3,0.177667780657814,4,648,0.818280846134971,2.7,60,0.846762746072128,3.2,5,,,,,,,,,
"Mableton , 5402 Floyd Rd SW , Mableton , GA , 30126",3,0.279700143879199,4.8,1841,0.388200448566575,,,0.772142552475298,,,,,,,,,,,
"Madison , 155 Plaza Blvd , Madison , AL , 35758",1,0.0108059662824503,,,,,,,,,,,,,,,,,
"Magic City Car Wash , 619 N Broadway , Minot , ND , 58703",0,,,,,,,,,,,,,,,,,,
"Magic Hillsboro , 1455 N High St , Hillsboro , OH , 45133",0,,,,,,,,,,,,,,,,,,
"Magnus Car Wash , Kendall Dr , San Bernardino , CA , 92407",3,0.635773916609581,4.7,1050,0.661826011742026,4.4,20,0.894485948987386,4.1,69,,,,,,,,,
"Main Street Tewksbury , 2221 Main St , Tewksbury , MA , 1876",1,0.0311346091282779,3.8,101,,,,,,,,,,,,,,,
"Maricamp , 125 Bahia Ave Ct , Ocala , FL , 34472",2,0.125328217588606,4.8,305,0.128599137461015,,,,,,,,,,,,,,
"Marshalltown , 2401 S Center St , Marshalltown , IA , 50158",1,0.707247377891637,4,73,,,,,,,,,,,,,,,
"Maumelle - Audubon Dr , 117 Audubon Dr , Maumelle , AR , 72113",0,,,,,,,,,,,,,,,,,,
"Max Leggett , 15765 Max Leggett Pkwy , Jacksonville , FL , 32218",2,0.107270829258843,3.6,77,0.12153306777105,3.8,18,,,,,,,,,,,,
"McKinney , 6211 West University Drive , McKinney , TX , 75071",2,0.839234841327435,,,0.840046663133655,4.9,704,,,,,,,,,,,,
"Mega Shine Wash , 18282 E Thirteen Mile Rd , Roseville , MI , 48066",1,0.952961563762059,4,228,,,,,,,,,,,,,,,
"Melbourne East , 10 W New Haven Ave , Melbourne , FL , 32901",0,,,,,,,,,,,,,,,,,,
"Menaul , 7509 Menaul Blvd NE , Albuquerque , NM , 87110",0,,,,,,,,,,,,,,,,,,
"Menifee , 27503 McCall Blvd , Menifee , CA , 92585",2,0.799296824158036,4.1,191,0.800515651604322,5,1,,,,,,,,,,,,
"Miami Executive Car Wash , 13501 SW 137th Ave , Miami , FL , 33186",2,0.00457364493297128,3.7,34,0.00869414027196619,4.5,8,,,,,,,,,,,,
"Mid River , 3300 Mid Rivers Mall Dr , St. Peters , MO , 63376",3,0.130200429715161,4.1,154,0.812469568354766,4.2,6,0.975408201634813,4.7,374,,,,,,,,,
"Mint Carwash , 3751 Frankford Rd , Dallas , TX , 75287",5,1.47447554744789E-12,4,373,0.0105727228711392,2,4,0.630849980511751,4.1,423,0.751540288812903,4.6,314,0.817549543407333,4.5,2627,,,
"Mint Express Houston , 8640 Barker Cypress Rd , Houston , TX , 77095",1,0.483563219531503,4.9,396,,,,,,,,,,,,,,,
"Mint Express Katy , 23040 Morton Ranch Rd , Katy , TX , 77449",3,0.339617671734458,4.8,2828,0.885424961733634,4.6,438,0.924443933215847,4.7,1054,,,,,,,,,
"Mistic Express Car Wash , 2650 EAST WHIPP ROAD , CENTERVILLE , OH , 45440",2,0.00523709459173739,4.1,162,0.652149024890543,3.8,11,,,,,,,,,,,,
"Mobyu0027s Car Wash , 421 E Martintown Rd , North Augusta , SC , 29841",0,,,,,,,,,,,,,,,,,,
"Mojo Xpress Hopkins Center , 141 Hopkins Corner Dr , Waynesboro , GA , 30830",0,,,,,,,,,,,,,,,,,,
"Mojo Xpress Wash , 332 South Green St , Swainsboro , GA , 30401",0,,,,,,,,,,,,,,,,,,
"Monkey Shine Car Wash , 2270 Camden Ave , Campbell , CA , 95008",0,,,,,,,,,,,,,,,,,,
"Monster Car wash AZ , 6640 N Viewpoint Dr , Prescott Valley , AZ , 86315",0,,,,,,,,,,,,,,,,,,
"Monster Express Car Wash , 2160 NW Federal Hwy , Stuart , FL , 34994",1,0.407469278560746,3.9,35,,,,,,,,,,,,,,,
"Monster Wash , 7020 U.S.Highway 181 N , Floresville , TX , 78114",0,,,,,,,,,,,,,,,,,,
"Montana , 11680 Montana Ave , El Paso , TX , 79936",1,0.994425018101868,4.1,36,,,,,,,,,,,,,,,
"Montgomeryville , 739 Bethlehem Pike , Montgomeryville , PA , 18936",0,,,,,,,,,,,,,,,,,,
"Moreno Valley , 22330 Cactus Ave , Moreno Valley , CA , 92553",2,0.164921286892764,4.1,143,0.179381985741309,4.8,808,,,,,,,,,,,,
"Morrilton - E Harding St , 1803 E Harding St , Morrilton , AR , 72110",1,0.826502893919513,4.2,64,,,,,,,,,,,,,,,
"Mountain Edge , 200 E Commonwealth Dr , Wytheville , VA , 24382",0,,,,,,,,,,,,,,,,,,
"Mountain Express #1 , 226 Old Chimney Rock Rd , Hendersonville , NC , 28792",0,,,,,,,,,,,,,,,,,,
