full_site_address,nearestroad_1_name,distance_nearestroad_1,nearestroad_1_maxspeed,nearestroad_2_name,distance_nearestroad_2,nearestroad_2_maxspeed,nearestroad_3_name,distance_nearestroad_3,nearestroad_3_maxspeed,nearestroad_4_name,distance_nearestroad_4,nearestroad_4_maxspeed,nearestroad_5_name,distance_nearestroad_5,nearestroad_5_maxspeed,,,
"Big Danu0027s Lady Lake , 135 US-441 , Lady Lake , FL , 32159",Citrus Boulevard,0.0223516702320397,40 mph,Unnamed Road,0.087528402909874,40 mph,Redbud Lane,0.246534822328626,25 mph,Chestnut Lane,0.366423473525461,25 mph,Mulberry Circle,0.600090368328522,25 mph,,,
"Big Danu0027s Lakewood Ranch , 10615 SR 64E , Bradenton , FL , 34212",Balmoral Woods Boulevard,0.325512720749191,25 mph,Windjammer Place,1.21211254521796,25 mph,Unnamed Road,1.40551934897505,50 mph,State Road 70,1.40578353365338,50 mph,University Parkway,1.73969041299642,45 mph,,,
"Big Danu0027s OBT , 6107 S Orange Blossom Trl , Orlando , FL , 32809",South Orange Blossom Trail,0.0241931151998494,45 mph,Rio Grande Avenue,0.278310711903751,30-35 mph,West Oak Ridge Road,0.280823923795478,40 mph,Ozark Avenue,0.986809924148006,10 mph,Pacemaker Street,0.986809924148006,10 mph,,,
"Big Danu0027s Pinellas Park , 8201 US Hwy 19 N , Pinellas Park , FL , 33781",US Highway 19 North,0.0359268768791949,55 mph,78th Avenue North,0.276960122428486,30 mph,Gateway Centre Boulevard,0.295379188729273,30 mph,Park Boulevard,0.524729529071643,40 mph,Gandy Boulevard,0.525810350017859,40 mph,,,
"Big Danu0027s Rome , 18 Shorter Ave NW , Rome , GA , 30165",Shorter Avenue,0.0398325986407947,40 mph,Turner McCall Boulevard,0.195134898110161,35 mph,Veterans Memorial Parkway Northeast,1.15555266046999,45 mph,Martha Berry Highway,1.21604398247947,45 mph,The Reverend Doctor Martin Luther King Junior Boulevard,1.23106624347845,35 mph,,,
"Big Danu0027s Tarpon Springs , 39522 US Hwy 19 N , Tarpon Springs , FL , 34689",US Highway 19 North,0.0365647360251256,55 mph,US 19 Southbound Frontage Road,0.0504767568586725,35 mph,US 19 Northbound Frontage Road,0.05653940184121,35 mph,Unnamed Road,0.679083331761484,15 mph,North Belcher Road,0.775159835945603,45 mph,,,
"Big Danu0027s Toccoa , 2421 GA 17Alt , Toccoa , GA , 30577",Orlando Street,0.702384322529205,25 mph,,,,,,,,,,,,,,,
"Big Danu0027s Woodstock , 289 Ridgewalk Pkwy , Woodstock , GA , 30188",Ridgewalk Parkway,0.0235483869466777,35 mph,Ridge Trail,0.0510775562887516,30 mph,Lincoln Street,0.0892535652600905,25 mph,Brandon Street,0.115357449064961,30 mph,Elena Way,0.115897948140534,30 mph,,,
"Big Danu0027s Woodstock 2 , 300 Gold Creek Trail , Woodstock , GA , 30188",Highway 92,0.0485520649871415,45 mph,Ragsdale Road,0.0664492938675006,30 mph,Village Centre West,0.210944008153793,25 mph,Apple Valley Drive,0.483611205512673,25 mph,Regent Square,0.625256670315848,25 mph,,,
"Big DanÃ¢â‚¬â„¢s Bradenton , 5225 24th St E , Bradenton , FL , 34203",53rd Avenue East,0.0448266177066964,40 mph,Unnamed Road,0.187623508180112,55 mph,51st Avenue East,0.201117538625331,30 mph,18th Street Boulevard East,0.453294233426089,25 mph,18th Street East,0.52164171417292,25 mph,,,
"Big Kahuna CW , 61 Commodore St , Hazard , KY , 41701",,,,,,,,,,,,,,,,,,
"Big Peach Conyers , 1935 Hwy 138 SE , Conyers , GA , 30013",Walnut Grove Road,0.0288403808711732,55 mph,North Salem Road Northeast,0.303013889310552,45 mph,Sigman Road Northeast,0.303235552046637,45 mph,Sigman Road Northwest,1.09419056876789,45 mph,Unnamed Road,1.33808679270108,45 mph,,,
"Big Peach Forsyth , 126 N Lee St , Forsyth , GA , 31029",North Lee Street,0.0190966084202681,45 mph,Cabiness Road,0.0980597687571437,40 mph,Railroad Avenue,0.169162377625666,30 mph,Unnamed Road,0.200499850176859,70 mph,West Main Street,0.432821939582753,25 mph,,,
"Big Peach Gray Hwy , 965 Gray Hwy , Macon , GA , 31211",Gray Highway,0.0257710622720044,35 mph,Clinton Road,0.0972656992700356,35 mph,2nd Street,0.154405036372077,45 mph,North Avenue,0.281588200880415,25 mph,Laurel Avenue,0.283017665530459,25 mph,,,
"Big Peach Griffin , 1710 Zebulon Rd , Griffin , GA , 30224",Zebulon Road,0.0493247428261294,55 mph,US Highway 41,0.0851469270864621,55 mph,Unnamed Road,0.095679175264755,55 mph,Moreland Road,0.331977381459923,45 mph,Buchanan Road,1.17590355831741,45 mph,,,
"Big Peach Hardeman , 1820 Hardeman Ave , Macon , GA , 31201",Hardeman Avenue,0.0136808614967036,30 mph,Fall Line Freeway,0.055181901340854,60 mph,Forsyth Street,0.0557533191012691,30 mph,Vineville Avenue,0.14239177386562,30 mph,Georgia Avenue,0.19196790433567,30 mph,,,
"Big Peach Jackson , 583 E 3rd St , Jackson , GA , 30233",East 3rd Street,0.0188333159559752,35 mph,Macon Avenue,0.301317879335181,35 mph,3rd Street,0.361481977580881,30 mph,South Mulberry Street,0.361481977580881,35 mph,West 3rd Street,0.412631283645545,30 mph,,,
"Big Peach Napier , 4461 Napier Ave , Macon , GA , 31210",Napier Avenue,0.0190682821887881,40 mph,Forsyth Road,0.0247719304850842,45 mph,Rivoli Drive,0.045922388395879,40 mph,Charter Lane,0.0663946737638189,25 mph,Rivoli Woods Drive,0.242607266848892,25 mph,,,
"Big Peach Ola , 3479 Hwy 81 , McDonough , GA , 30252",Highway 81 East,0.0279338182057081,55 mph,Keys Ferry Road,0.395178587935447,55 mph,Alayna Lee Circle,1.65737238422646,25 mph,,,,,,,,,
"Big Peach Tallahassee , 3738 N Monroe St , Tallahassee , FL , 32303",North Monroe Street,0.0182364026459415,45 mph,Unnamed Road,0.0466808415754547,15 mph,Reservation Trail,0.0552198961666607,15 mph,Trading Post Road,0.101928639405604,15 mph,Hibbard Way,0.107091721919001,15 mph,,,
"Big River Selma , 2409 N Broad St , Selma , AL , 36701",Water Avenue,1.76006336328586,25 mph,Broad Street,1.82326115997565,20 mph,Edmund Pettus Bridge,1.84792094773102,20 mph,,,,,,,,,
"Big River Troy , 1221 US-231 , Troy , AL , 36081",Unnamed Road,0.100952095033213,40 mph,Elba Highway,0.72207943576637,40 mph,South Brundidge Street,0.924232077407504,40 mph,Anderson Street,1.84083449754954,25 mph,,,,,,
"Big Sammyu0027s Car Wash Maple Shade , 491 Route 38 W , Maple Shade Township , NJ , 8052",Kaighns Avenue,0.0284071101713141,50 mph,East Kings Highway,0.320153095740966,45 mph,Kings Highway,0.326437637459422,45 mph,Unnamed Road,0.420149139763452,50 mph,North Kings Highway,0.423051841724636,45 mph,,,
"Big Sammyu0027s Car Wash Marlton , 801 Rte 70 W , Evesham , NJ , 8053",Old Marlton Pike,0.16676326639182,35 mph,Unnamed Road,0.495362736806217,50 mph,Cobblestone Road,0.555861166154948,25 mph,Regent Road,0.609713334166895,25 mph,Saxby Terrace,0.680358108925692,25 mph,,,
"Blanding u0026 Hyde , 3510 Blanding Blvd , Jacksonville , FL , 32210",Blanding Boulevard,0.0400400258521227,40 mph,Cassat Avenue,0.463180547941981,35 mph,San Juan Avenue,0.719368754312969,35 mph,Lexington Avenue,0.77503594318553,30 mph,Jersey Street,0.937844991217068,30 mph,,,
"Blanding , 580 Blanding Blvd , Orange Park , FL , 32073",Blanding Boulevard,0.0450963452822803,45 mph,Pembridge Ct.,0.702059760399228,25 mph,Kingsley Avenue,0.874422925508009,40 mph,Arora Boulevard,1.83099300480449,25 mph,Loango Road,1.92665825719996,25 mph,,,
"Blast Car Wash , 2525 Horizon Rd , Rockwall , TX , 75032",Unnamed Road,0.417191641666757,65 mph,Catalina Drive,0.467769099247014,30 mph,La Jolla Pointe Drive,0.500414030637633,30 mph,Easterner Place,0.501959664002978,25 mph,Bristol Lane,0.513928515975192,30 mph,,,
"Blu Palm Express , 8403 S Tamiami Trail , Sarasota , FL , 34238",South Tamiami Trail,0.0371138527327856,45 mph,Pelican Cove Road,0.269115279702131,15 mph,Treehouse Circle,0.340239736015978,15 mph,Boathouse Circle,0.440713946714044,15 mph,North Tamiami Trail,0.769742654563924,55 mph,,,
"Blu Wave Express Wash , 306 E Franklin St , Sylvester , GA , 31791",East Franklin Street,0.0259646920940237,35 mph,North Main Street,0.118403435732961,35 mph,North Isabella Street,0.240996556618097,35 mph,West Franklin Street,0.241810548321835,35 mph,South Isabella Street,0.380019440291821,35 mph,,,
"Bluu0027s Flex Serve Car Wash , 420 S Main St , Lumberton , TX , 77657",South Main Street,0.0387831980469788,45 mph,North Main Street,0.488976169762299,45 mph,Forest Road,0.772052591434605,30 mph,Unnamed Road,1.55446231070983,65 mph,,,,,,
"BluWave Car Wash , 17001 Three Oaks Marketplace Dr , Fort Myers , FL , 33912",Alico Road,0.055981290948583,45 mph,Lee Road,0.532513015054232,30 mph,Unnamed Road,0.623420530843858,70 mph,Ben Hill Griffin Parkway,1.29440317977913,50 mph,Sanibel Boulevard,1.52043198638062,30 mph,,,
"Blue Cow Car Wash , 10 Commons Way , Kalispell , MT , 59901",Sunset Boulevard,0.0244955692267748,45 mph,Unnamed Road,0.216071000554976,45 mph,US 93 North,0.48662135692085,45 mph,Kalispell Bypass,0.833699189154222,60 mph,Fly Way,1.04959162013032,20,,,
"Blue Diamond , 4620 Blue Diamond Rd , Las Vegas , NV , 89139",Blue Diamond Road,0.034482091983575,55 mph,South Valley View Boulevard,0.817365331492325,35 mph,Lindell Road,1.03117844458863,25 mph,Gilleran Avenue,1.17407582439265,25 mph,South Jones Boulevard,1.18117983770704,45 mph,,,
"Blue Iguana Chestnut , 3316 W Chestnut Expy , Springfield , MO , 65802",West Chestnut Expressway,0.0455111055090599,40 mph,North West Bypass,0.150186652317494,50 mph,North Hilton Avenue,0.160884966600623,25 mph,South West Bypass,0.231568374309095,50 mph,South Nolting Avenue,0.256723593064112,25 mph,,,
"Blue Iguana East Kearney , 2118 E Kearney St , Springfield , MO , 65803",East Kearney Street,0.031627314175948,40 mph,North Barnes Avenue,0.113805425271414,30 mph,North Glenstone Avenue,0.378733107022742,40 mph,East Dale Street,0.50027290267426,30 mph,Stewart Avenue,0.566977228884935,30 mph,,,
"Blue Iguana S. Campbell , 3155 S Campbell Ave , Springfield , MO , 65807",South Campbell Avenue,0.0608820470216322,40 mph,West Battlefield Road,0.198747076938089,40 mph,East Battlefield Road,0.260419094087737,40 mph,West Walnut Lawn Street,0.294469445627405,40 mph,South Jefferson Avenue,0.319527029422511,30 mph,,,
"Blue Iguana South Fremont , 4304 S Fremont Ave , Springfield , MO , 65804",East Lark Street,0.0364019518242148,30 mph,South Fremont Avenue,0.0364019518242148,35 mph,East Camino Alto Street,0.128895510225056,25 mph,East Republic Road,0.154330182287297,40 mph,East Buena Vista Street,0.191689525112864,25 mph,,,
"Blue Iguana Sunshine , 1640 E Sunshine St , Springfield , MO , 65804",East Sunshine Street,0.0443197850548013,40 mph,South Glenstone Avenue,0.157576194927044,40 mph,East Cherokee Street,0.212049786249281,30 mph,East Portland Street,0.296000938365921,30 mph,South Fremont Avenue,0.340433362605714,35 mph,,,
"Blue Iguana West Kearney , 1137 W Kearney St , Springfield , MO , 65803",West Kearney Street,0.0301481639875323,40 mph,North Broadway Avenue,0.144003411918117,30 mph,North Kansas Expressway,0.352264232038815,40 mph,North Grant Avenue,0.391440847868896,35 mph,West Melville Road,0.460290493619241,30 mph,,,
"Blue Jay Car Wash , 2625 S McCall Rd , Englewood , FL , 34224",South McCall Road,0.0232560181488653,45 mph,Seagull Drive,0.219937569881149,20 mph,Winchester Boulevard,0.694765604474688,45 mph,Placida Road,1.21307795743819,45 mph,Pine Street,1.360808771825,45 mph,,,
"Blue Penguin Douglasville , 5897 Fairburn Rd , Douglasville , GA , 30134",Duralee Lane,0.0177263262429128,30 mph,Fairburn Road,0.029441107236278,45 mph,Hospital Drive,0.254941967606039,45 mph,Tom Murphy Freeway,0.484903378773712,70 mph,Veterans Memorial Highway,0.654839274281559,35 mph,,,
"Blue Penguin Griffin , 1475 N Expy , Griffin , GA , 30223",North Expressway,0.0479883105395111,45 mph,Old Atlanta Road,0.357496564121361,30 mph,Unnamed Road,0.540522869260526,45 mph,West Ellis Road,1.3129007352005,50 mph,West Taylor Street,1.82029514622499,35 mph,,,
"Blue Penguin Marietta , 2204 Roswell Rd , Marietta , GA , 30062",Roswell Road,0.0118440008468694,45 mph,Robinson Road Northeast,0.0815675424759099,35 mph,Barnes Mill Road Northeast,0.0827803798575736,35 mph,Lecroy Drive,0.0851302719235483,25 mph,Sewell Mill Road,0.224768208523131,35 mph,,,
"Blue Rhino Car Wash , 3614 Cobb Pkwy NW , Acworth , GA , 30101",Kemp Ridge Road,0.0544783912370218,35 mph,Cobb Parkway,0.0628551761795426,55 mph,Mars Hill Road,0.321784003725267,45 mph,Lake Acworth Drive,0.476581962292583,40 mph,Aviary Lane,0.675837079388287,25 mph,,,
"Blue Sky Englewood , 3718 S Broadway , Englewood , CO , 80113",South Broadway,0.0127020425075417,30 mph,West Jefferson Avenue,0.116219531119358,25 mph,East Jefferson Avenue,0.152268227396565,35 mph,West Hampden Drive,0.164034707711925,35 mph,South Logan Street,0.275696989753654,30 mph,,,
"BlueWave Alamo , 1101 US-83 BUS , Alamo , TX , 78516",Unnamed Road,0.542485294474174,65 mph,Spanish Oak Drive,1.5975693157754,30 mph,,,,,,,,,,,,
"BlueWave Alvin , 2002 E HWY 6 , Alvin , TX , 77511",West State Highway 6,1.16635965025833,45 mph,Filly Creek Drive,1.9567277337932,30 mph,,,,,,,,,,,,
"BlueWave Barker Cypress , 11720 Barker Cypress Rd , Cypress , TX , 77433",Northwest Freeway,0.517304305511088,65 mph,Telge Road,1.99772867987403,40 mph,,,,,,,,,,,,
"BlueWave Beaumont , 3820 College St , Beaumont , TX , 77701",Unnamed Road,0.101071798114264,65 mph,South 11th Street,0.203194720247984,35 mph,College Street,0.273174053095357,45 mph,Fannin Street,0.297228910005425,30 mph,Blanchette Street,0.417028851833453,30 mph,,,
"BlueWave Bibb , 645 South Bibb Ave , Eagle Pass , TX , 78852",East Garrison Street,0.517437307015533,40 mph,South Veterans Boulevard,0.684859651535757,45 mph,North Veterans Boulevard,0.864445462354491,45 mph,East Main Street,0.864445462354491,40 mph,Unnamed Road,1.18134845451243,20 mph,,,
"BlueWave Brownsville , 7115 S Padre Island Hwy , Brownsville , TX , 78521",Minnesota Avenue,0.0565802542063634,45 mph,Ruben Torres,0.20644140725233,45 mph,Ruben M Torres Senior Boulevard,0.221053122637921,45 mph,Ruben M. Torres Boulevard,0.340143233487595,45 mph,Gamez Drive,0.346241984688172,30 mph,,,
"BlueWave Brownsville 2 , 2180 Ruben M Torres Blvd , Brownsville , TX , 78526",Ruben M Torres Senior Boulevard,0.0296134723301378,45 mph,Paredes Line Road,0.254250852497657,45 mph,Tan Oak Circle,0.785905263800125,20 mph,East Price Road,1.07432426724483,30 mph,North Expressway,1.33051942659274,65 mph,,,
"BlueWave Cibolo , 174 W Borgfeld Rd , Cibolo , TX , 78108",Everyday Way,0.239475022789413,30 mph,Unnamed Road,0.840346815313018,50 mph,Farm-to-Market Road 1103,0.885804451071487,45 mph,Deer Creek Boulevard,1.02934583864537,30 mph,Corral Fence Line,1.16515384573826,25 mph,,,
"BlueWave Cinco Ranch , 24902 FM 1093 , Katy , TX , 77494",Fort Bend Westpark Tollway,0.0515627904012106,65 mph,Summerset Ridge Lane,0.235588972348441,35 mph,Spring Green Boulevard,0.237700524339129,35 mph,Unnamed Road,0.24426543039305,55 mph,Westpark Tollway,0.583760651971353,65 mph,,,
"BlueWave Conroe , 10345 Highway 242 , Conroe , TX , 77385",Climbing Tree Street,0.0891963105360644,20 mph,Jonquil Path Way,0.0891963105360644,20 mph,Tulip Street,0.123267825580291,20 mph,Tableland Trail,0.165816027524483,20 mph,Up Country Lane,0.178978751311902,20 mph,,,
"BlueWave Del Rio , 2201 Veterans Blvd , Del Rio , TX , 78840",North Bedell Avenue,0.180540609376966,30 mph,Weather Station Road,1.27735186261974,45,Unnamed Road,1.89599676142608,45 mph,,,,,,,,,
"BlueWave Edinburg 2 , 1382 W University Dr , Edinburg , TX , 78539",Pin Oak Road,0.368815857622831,30 mph,Unnamed Road,0.470288753936185,60,West Chapin Street,1.04369796590585,30 mph,Fort Hood Avenue,1.05450154514037,60,North Lookout Drive,1.06297329935591,30 mph,,,
"BlueWave Eldridge , 1665 Eldridge Pkwy , Houston , TX , 77077",Westheimer Road,1.15186590206843,35 mph,South Highway 6,1.17149918648963,45 mph,North Eldridge Parkway,1.93059907956071,35 mph,,,,,,,,,
"BlueWave FM2920 , 5907 FM 2920 Rd , Spring , TX , 77388",FM 2920,0.0189657974261924,45 mph,Northcrest Village Way,0.0213308531301776,20 mph,Kuykendahl Road,0.238402457664042,45 mph,Wrest Point Court,0.252831549992799,20 mph,Hales Hunt Court,0.258092782221288,20 mph,,,
"BlueWave Fry , 20219 FM 529 , Cypress , TX , 77433",Freeman Road,0.754900943275877,55 mph,Settlers Circle,0.814048806660042,10 mph,Cocabola Lane,1.47708836527745,30 mph,White Barnwood,1.47708836527745,30 mph,Clover Nut Court,1.54144951047841,30 mph,,,
"BlueWave Groves , 5015 39th St , Groves , TX , 77619",39th Street,0.032491381782901,30 mph,Twin City Highway,0.0971606867335689,40 mph,Unnamed Road,0.130273216894719,65 mph,Normandy Avenue,0.288179303178474,30 mph,Canal Avenue,0.308705923427895,30 mph,,,
"BlueWave Harlingen , 1924 W Tyler Ave , Harlingen , TX , 78550",South Expressway 83,0.0512096806319306,30 mph,North Expressway 77,0.0572859022984089,30 mph,West Expressway 83,0.107786432214735,55 mph,U.S. Highway 77,0.111144956769962,65 mph,Tyler Street,0.115080960296646,55 mph,,,
"BlueWave Humble , 9719 N Sam Houston Pkwy E , Humble , TX , 77396",North Sam Houston Tollway East,0.0516005142815275,65 mph,Wilson Road,0.352429881494693,35 mph,Mesa Drive,1.50090192013423,20 mph,,,,,,,,,
"BlueWave Jones , 9801 Jones Rd , Houston , TX , 77065",Tablerock Drive,0.514248628503091,30 mph,Rio Grande Drive,0.808860685719466,30 mph,Northwest Freeway,1.33578442803818,65 mph,Cougar Road,1.67752599187212,30 mph,West Sam Houston Tollway North,1.73018851411669,65 mph,,,
"BlueWave Katy , 25556 Kingsland Blvd , Katy , TX , 77494",Katy Freeway Frontage Road,0.240420023188933,50 mph,Katy Freeway,0.256127094962383,70 mph,Katy Flewellen Road,0.68703293265873,45 mph,Highway Boulevard,1.35079709434233,35 mph,Kingsland Boulevard,1.50156702053845,40 mph,,,
"BlueWave Laredo , 10718 International Blvd , Laredo , TX , 78045",International Boulevard,0.0482998252282094,35 mph,Northeast Bob Bullock Loop Frontage Road,0.108091374997049,60 mph,Northeast Bob Bullock Loop,0.130662135506934,60 mph,Unnamed Road,0.19636291718684,55 mph,Bob Bullock Loop,0.409652822575311,55 mph,,,
"BlueWave League City , 1740 W FM646 , League City , TX , 77573",South Gulf Freeway,0.190000920158505,65 mph,Gulf Freeway,1.40701535539592,65 mph,Unnamed Road,1.62037728254521,30 mph,Apache Street,1.62841181594655,20 mph,Safford Road,1.64172685548802,20 mph,,,
"BlueWave Livingston , 1829 US Highway 190 W , Livingston , TX , 77351",,,,,,,,,,,,,,,,,,
"BlueWave Long Point , 7964 Long Point RD , Houston , TX , 77055",Long Point Road,0.216775126949436,35 mph,Antoine Drive,0.656009947199372,35 mph,Hempstead Road,0.926617807238397,40 mph,Westview Drive,0.996051454685243,35 mph,Bingle Road,1.01522070003083,35 mph,,,
"BlueWave Lumberton , 710 S Main St , Lumberton , TX , 77657",South Main Street,0.0409998393172967,50 mph,North Main Street,0.953084714771122,45 mph,Unnamed Road,1.09548935723952,65 mph,Forest Road,1.17661756186111,30 mph,,,,,,
"BlueWave Magnolia , 33020 FM 2978 Rd , Magnolia , TX , 77354",Nickaburr Creek Drive,0.151672919823525,25 mph,Westwood Square East Drive,0.151672919823525,25 mph,Research Forest Drive,0.231449045832332,35 mph,Oak Creek Drive,0.237477853476417,25 mph,Windcrest Estates Boulevard,0.299436106862808,25 mph,,,
"BlueWave McAllen Nolana , 2701 W Nolana Ave , McAllen , TX , 78504",Unnamed Road,0.380720804098702,15 mph,Student Drop Off,0.427620985910792,15 mph,McAuliffe Park Road,0.522524624243226,15 mph,Student Drop Lane,0.857408939704445,20,Bus Lane,0.947839338473079,20,,,
"BlueWave McAllen Trenton , 700 W Trenton Rd , McAllen , TX , 78504",Unnamed Road,0.480921020898656,15 mph,Rayburn Student Drop Off,0.525599819630605,20,Morris MS Bus Lane,0.545423150257929,15 mph,Rayburn Bus Lane,0.549117301043468,20,Perez Student Drop Off Lane,0.614895568505235,15 mph,,,
"BlueWave Mission , 506 N Shary Rd , Mission , TX , 78572",Unnamed Road,0.390843128684776,15 mph,West Business 83,0.575204972333023,40 mph,Kendlewood Avenue,1.15683794520592,30 mph,Maple Avenue,1.2138337145387,30 mph,North 49th Street,1.23788999955434,30 mph,,,
"BlueWave Monte Cristo , 301 W Monte Cristo Rd , Edinburg , TX , 78541",West Monte Cristo Road,0.0449513792226113,45 mph,Railroad Drive,0.201707747457007,30 mph,Araian Street,0.203102317304562,30 mph,West Caleb Court,0.222415996498937,30 mph,Claudia Street,0.252481532703693,30 mph,,,
"BlueWave Montgomery , 20210 Eva St Montgomery , Montgomery , TX , 77356",Lone Star Parkway,0.267085967360328,45 mph,Buffalo Springs Drive,0.674055037158019,30 mph,Walden Road,1.42727265922101,40 mph,Farm-to-Market Road 149,1.5716513660595,55 mph,,,,,,
"BlueWave Penitas , 1807 Expressway 83 , Penitas , TX , 78576",Unnamed Road,1.33584738116577,65 mph,,,,,,,,,,,,,,,
"BlueWave Pharr , 1115 S Jackson Rd , Pharr , TX , 78577",Unnamed Road,0.488809287092161,65 mph,South Cage Boulevard,1.24139812647493,45 mph,West Beaumont Avenue,1.35720494429768,30 mph,West Business 83,1.40059155628986,30 mph,North Cage Boulevard,1.50810682837441,45 mph,,,
